minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,video_processing-0-0.0.1
1359,6.776535557997194,2.69443362977791,15.365757328624742
1360,8.53421246087461,13.437395273323926,15.531447326770678
1361,9.0982987052289,8.115150240846294,20.45208790339703
1362,5.06206934133573,9.602050101929999,18.03612507388148
1363,9.600339421619022,5.905112308573815,17.324756801784414
1364,8.831686098886014,10.756076415476386,23.434361658374332
1365,7.353269142793495,9.242629937709482,18.89340009834054
1366,6.313236842272146,9.47314413603792,19.061305006808897
1367,7.1581392820316845,13.630228909301474,15.741632348206995
1368,7.724808644104035,14.774699771157833,16.65619075702872
1369,9.086630456656732,14.661607165138946,13.963747813760465
1370,12.092795705736707,11.465764995648684,20.292407178433077
