timestamp,energy_pkg,unit,event_name,counter_runtime,pct_time_counter_running,energy_ram,retired_instructions
2023-03-27 17:12:42.000956,20.8,Joules,power/energy-pkg/,1000974525,100.0,,
2023-03-27 17:12:43.002056,20.11,Joules,power/energy-pkg/,1001095443,100.0,,
2023-03-27 17:12:44.003135,16.53,Joules,power/energy-pkg/,1001060451,100.0,,
2023-03-27 17:12:45.003444,18.66,Joules,power/energy-pkg/,1000318951,100.0,,
2023-03-27 17:12:46.004534,20.76,Joules,power/energy-pkg/,1001099668,100.0,,
2023-03-27 17:12:47.005317,18.83,Joules,power/energy-pkg/,1000747266,100.0,,
2023-03-27 17:12:48.006402,19.03,Joules,power/energy-pkg/,1001092556,100.0,,
2023-03-27 17:12:49.006786,18.45,Joules,power/energy-pkg/,1000412508,100.0,,
2023-03-27 17:12:50.007934,17.18,Joules,power/energy-pkg/,1001110060,100.0,,
2023-03-27 17:12:51.008949,18.41,Joules,power/energy-pkg/,1001005699,100.0,,
2023-03-27 17:12:52.010034,17.85,Joules,power/energy-pkg/,1001065062,100.0,,
2023-03-27 17:12:53.011091,16.95,Joules,power/energy-pkg/,1001051755,100.0,,
2023-03-27 17:12:54.012046,16.46,Joules,power/energy-pkg/,1000980817,100.0,,
2023-03-27 17:12:55.012951,17.53,Joules,power/energy-pkg/,1000881412,100.0,,
2023-03-27 17:12:56.014035,16.79,Joules,power/energy-pkg/,1001076814,100.0,,
2023-03-27 17:12:57.014605,20.12,Joules,power/energy-pkg/,1000597026,100.0,,
2023-03-27 17:12:58.015729,20.52,Joules,power/energy-pkg/,1001088035,100.0,,
2023-03-27 17:12:59.016811,17.79,Joules,power/energy-pkg/,1001061638,100.0,,
2023-03-27 17:13:00.016955,18.5,Joules,power/energy-pkg/,1000172623,100.0,,
2023-03-27 17:13:01.018126,20.6,Joules,power/energy-pkg/,1001142411,100.0,,
2023-03-27 17:13:02.019222,20.53,Joules,power/energy-pkg/,1001094671,100.0,,
2023-03-27 17:13:03.020305,19.4,Joules,power/energy-pkg/,1001060276,100.0,,
2023-03-27 17:13:04.020932,18.55,Joules,power/energy-pkg/,1000621824,100.0,,
2023-03-27 17:13:05.021998,18.54,Joules,power/energy-pkg/,1001061812,100.0,,
2023-03-27 17:13:06.023090,18.25,Joules,power/energy-pkg/,1001098118,100.0,,
2023-03-27 17:13:07.024174,17.75,Joules,power/energy-pkg/,1001080541,100.0,,
2023-03-27 17:13:08.024950,18.58,Joules,power/energy-pkg/,1000767706,100.0,,
2023-03-27 17:13:09.026031,20.76,Joules,power/energy-pkg/,1001062143,100.0,,
2023-03-27 17:13:10.027106,19.88,Joules,power/energy-pkg/,1001084364,100.0,,
2023-03-27 17:13:11.028208,20.5,Joules,power/energy-pkg/,1001097127,100.0,,
