seconds,perf_rapl,energy_ram,retired_instructions,igpm,voltage,current,power_factor,discard,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
69301,11.5,,,12.85081013189211,122.21,0.17475,0.4227,0.0,,,,,7.722468,4.56,2.0,4.5,1.3508101318921106
69302,10.22,,,12.2901555813316,122.22,0.1969,0.4354,0.0,93220187616.0,4114924.0,0.03314531666666667,1.0,7.722468,4.56,2.0,3.6,2.0701555813315995
69303,5.59,,,13.815696239757745,122.17,0.22369,0.5799,0.0,93220187616.0,4114924.0,0.03314531666666667,1.0,7.722468,4.56,2.0,3.0,8.225696239757745
69304,5.43,,,12.837103311318785,122.16,0.17646,0.4126,0.0,93224302540.0,3965462.0,0.04981516666666667,2.0,4.114924,4.56,2.0,2.8,7.407103311318785
69305,7.93,,,14.095745740462307,122.17,0.23568,0.5941,0.0,93228268002.0,5869191.0,0.06648075,3.0,3.965462,4.56,1.0,2.5,6.165745740462308
69306,5.75,,,12.658461353890388,122.24,0.17435,0.4105,0.0,93234137193.0,4225529.0,0.08316744999999999,4.0,5.869191,4.56,1.0,2.4,6.908461353890388
69307,5.29,,,14.970000044214501,122.23,0.15489,0.8,0.0,93238362722.0,3889766.0,0.09983868333333333,5.0,4.225529,4.19,1.0,2.3,9.680000044214502
69308,5.07,,,12.370015163856081,122.26,0.17384,0.4101,0.0,93242252488.0,3699137.0,0.11651128333333333,6.0,3.889766,4.19,1.0,2.4,7.300015163856081
69309,5.21,,,12.810109942742224,122.21,0.19737,0.5267,0.0,93245951625.0,3842541.0,0.13318445,7.0,3.699137,4.19,0.0,2.3,7.6001099427422245
69310,7.06,,,12.358710896784407,122.27,0.17553,0.4116,0.0,93249794166.0,5207341.0,0.14985905,8.0,3.842541,4.19,0.0,2.1,5.298710896784407
69311,4.38,,,12.839331386437577,122.24,0.18662,0.4993,0.0,93255001507.0,3199017.0,0.16653236666666665,9.0,5.207341,3.86,7.0,2.1,8.459331386437576
69312,3.96,,,12.482687965862347,122.25,0.18838,0.4147,0.0,93258200524.0,2910974.0,0.18320556666666665,10.0,3.199017,3.86,7.0,2.0,8.522687965862346
69313,4.78,,,13.461205880617593,122.23,0.20916,0.5438,0.0,93261111498.0,3522465.0,0.1998817333333333,11.0,2.910974,3.86,0.0,2.1,8.681205880617593
69314,4.01,,,12.801935931934011,122.27,0.17628,0.4117,0.0,93264633963.0,2954125.0,0.21655323333333334,12.0,3.522465,3.86,0.0,2.0,8.791935931934011
69315,4.02,,,12.44326801725706,122.28,0.17654,0.4169,0.0,93267588088.0,2959025.0,0.23322085,13.0,2.954125,3.86,0.0,2.0,8.42326801725706
69316,3.96,,,12.651837650943461,122.3,0.17479,0.414,0.0,93270547113.0,2908476.0,0.24991096666666665,14.0,2.959025,3.86,0.0,2.0,8.691837650943462
69317,4.0,,,14.761456619991627,122.17,0.22029,0.7126,0.0,93273455589.0,2938851.0,0.26658858333333335,15.0,2.908476,3.55,0.0,2.0,10.761456619991627
69318,4.25,,,13.728689334459975,122.22,0.23156,0.5818,0.0,93276394440.0,3127980.0,0.28326344999999997,16.0,2.938851,3.55,0.0,1.9,9.478689334459975
69319,4.41,,,12.76589645920384,122.26,0.17531,0.4096,0.0,93279522420.0,3240783.0,0.29993681666666666,17.0,3.12798,3.55,0.0,1.9,8.35589645920384
69320,3.89,,,14.459209339854846,122.21,0.23898,0.5943,0.0,93282763203.0,2842293.0,0.31661225000000004,18.0,3.240783,3.55,0.0,1.9,10.569209339854845
69321,4.18,,,12.82569540249915,122.25,0.17732,0.4125,0.0,93285605496.0,3073252.0,0.33329101666666666,19.0,2.842293,3.27,0.0,1.9,8.64569540249915
69322,3.89,,,15.961169266140045,122.21,0.24994,0.6036,0.0,93288678748.0,2831988.0,0.3499639,20.0,3.073252,3.27,0.0,1.9,12.071169266140044
69323,4.24,,,14.910265320800224,122.19,0.23238,0.551,0.0,93291510736.0,3154892.0,0.3666352,21.0,2.831988,3.27,0.0,1.9,10.670265320800224
69324,3.54,,,12.899247073524133,122.24,0.17542,0.4146,0.0,93294665628.0,2611416.0,0.3833175833333333,22.0,3.154892,3.27,0.0,1.8,9.359247073524134
69325,4.0,,,14.334529322353145,122.1,0.23735,0.589,0.0,93297277044.0,2942156.0,0.40000623333333335,24.0,2.611416,3.27,0.0,1.8,10.334529322353145
69326,3.98,,,13.16146237029699,122.17,0.22086,0.3923,0.0,93300219200.0,2882946.0,0.4166799666666667,25.0,2.942156,3.27,0.0,1.8,9.18146237029699
69327,3.88,,,13.212204615108304,122.14,0.18248,0.4208,0.0,93303102146.0,2891861.0,0.43335514999999997,26.0,2.882946,3.0,0.0,1.8,9.332204615108303
69328,4.11,,,13.204509828087502,122.21,0.17731,0.4153,0.0,93305994007.0,3035969.0,0.4500310666666667,27.0,2.891861,3.0,0.0,1.8,9.094509828087503
69329,4.27,,,14.347872709723811,122.18,0.22859,0.574,0.0,93309029976.0,3082572.0,0.4667022,28.0,3.035969,3.0,0.0,1.8,10.077872709723811
69330,3.81,,,13.058015637604685,122.19,0.17477,0.4106,0.0,93312112548.0,2832580.0,0.48337294999999997,29.0,3.082572,3.0,0.0,1.8,9.248015637604684
69331,4.28,,,13.917167454588885,122.18,0.17466,0.4115,0.0,93314945128.0,3125684.0,0.5000491,30.0,2.83258,2.76,0.0,1.8,9.637167454588884
69332,4.46,,,15.93156060584679,122.14,0.27515,0.6281,0.0,93318070812.0,3250025.0,0.5167221666666666,31.0,3.125684,2.76,0.0,1.8,11.47156060584679
69333,4.29,,,12.061086001463813,122.19,0.1807,0.414,0.0,93321320837.0,3181069.0,0.5333940333333334,32.0,3.250025,2.76,0.0,1.7,7.7710860014638135
69334,4.13,,,13.957913448951464,122.2,0.2362,0.5861,0.0,93324501906.0,3076040.0,0.5500667,33.0,3.181069,2.76,0.0,1.8,9.827913448951463
69335,4.3,,,12.671410229093246,122.19,0.19856,0.5064,0.0,93327577946.0,3165462.0,0.5667406833333334,34.0,3.07604,2.76,0.0,1.7,8.371410229093247
69336,3.8,,,13.72147589600529,122.2,0.14172,0.7852,0.0,93330743408.0,2791552.0,0.58340955,35.0,3.165462,2.76,0.0,1.7,9.92147589600529
69337,4.27,,,13.931598462630868,122.16,0.2382,0.5912,0.0,93333534960.0,3153498.0,0.6000941,36.0,2.791552,2.54,0.0,1.7,9.661598462630868
69338,4.46,,,12.47268901087767,122.14,0.17311,0.4143,0.0,93336688458.0,3088366.0,0.6167800499999999,37.0,3.153498,2.54,0.0,1.7,8.012689010877668
69339,3.74,,,12.214709631511727,122.2,0.17365,0.4157,0.0,93339776824.0,2932484.0,0.6334520833333334,38.0,3.088366,2.54,0.0,1.7,8.474709631511727
69340,5.59,,,13.272108982525966,122.19,0.18735,0.4956,0.0,93342709308.0,4058801.0,0.6501224166666667,39.0,2.932484,2.54,0.0,1.7,7.682108982525966
69341,4.51,,,12.344178066704483,122.22,0.1766,0.4125,0.0,93346768109.0,3236541.0,0.6667962500000001,40.0,4.058801,2.42,0.0,1.7,7.834178066704483
69342,4.49,,,13.010601653815746,122.13,0.18247,0.4278,0.0,93350004650.0,3376123.0,0.6834725166666666,41.0,3.236541,2.42,0.0,1.7,8.520601653815746
69343,4.46,,,12.862886457081162,122.08,0.17703,0.416,0.0,93353380773.0,3298996.0,0.7001474000000001,42.0,3.376123,2.42,0.0,1.7,8.402886457081163
69344,3.84,,,12.848703238345186,122.12,0.18171,0.4522,0.0,93356679769.0,2837732.0,0.7168245,43.0,3.298996,2.42,0.0,1.7,9.008703238345186
69345,4.12,,,14.50921094752668,122.09,0.14411,0.7965,0.0,93359517501.0,3034011.0,0.7334984166666667,44.0,2.837732,2.42,0.0,1.7,10.389210947526681
69346,4.09,,,13.269324348501156,122.12,0.15268,0.5375,0.0,93362551512.0,3007050.0,0.7501716333333334,45.0,3.034011,2.42,0.0,1.7,9.179324348501156
69347,3.75,,,12.520346966075126,122.12,0.11465,0.5811,0.0,93365558562.0,2731373.0,0.76683885,46.0,3.00705,2.22,0.0,1.7,8.770346966075126
69348,4.41,,,12.402840006554639,122.12,0.17408,0.4132,0.0,93368289935.0,3220645.0,0.78352915,47.0,2.731373,2.22,0.0,1.7,7.992840006554639
69349,4.4,,,13.71080618557377,122.14,0.16814,0.407,0.0,93371510580.0,3263133.0,0.8002026666666667,48.0,3.220645,2.22,0.0,1.7,9.31080618557377
