timestamp,rapl_uj
2023-08-05 20:46:05.931626703,152837995920
2023-08-05 20:46:06.932998643,152841239364
2023-08-05 20:46:07.933399335,152843704194
2023-08-05 20:46:08.933993927,152846841422
2023-08-05 20:46:09.933873745,152850064057
2023-08-05 20:46:10.935227109,152854430840
2023-08-05 20:46:11.935666926,152857808354
2023-08-05 20:46:12.935873701,152860729313
2023-08-05 20:46:13.936472246,152863325378
2023-08-05 20:46:14.936969814,152866266780
2023-08-05 20:46:15.937666395,152869014332
2023-08-05 20:46:16.93811997,152871605802
2023-08-05 20:46:17.938530932,152874548504
2023-08-05 20:46:18.939128291,152877273664
2023-08-05 20:46:19.939687599,152879692500
2023-08-05 20:46:20.94034641,152882096548
2023-08-05 20:46:21.940286582,152884393722
2023-08-05 20:46:22.94157125,152887061839
2023-08-05 20:46:23.941887442,152891045976
2023-08-05 20:46:24.942237387,152893488974
2023-08-05 20:46:25.942611148,152895949446
2023-08-05 20:46:26.942918232,152898541363
2023-08-05 20:46:27.943268456,152901027367
2023-08-05 20:46:28.943744568,152903964388
2023-08-05 20:46:29.944098411,152906653812
2023-08-05 20:46:30.944366651,152909170259
2023-08-05 20:46:31.944987577,152911623276
2023-08-05 20:46:32.945273027,152914462368
2023-08-05 20:46:33.945728233,152917970256
2023-08-05 20:46:34.946137153,152920535552
2023-08-05 20:46:35.946650144,152922957534
2023-08-05 20:46:36.947104301,152925696537
2023-08-05 20:46:37.947680375,152928084858
2023-08-05 20:46:38.948217052,152931050644
2023-08-05 20:46:39.948682028,152933436728
2023-08-05 20:46:40.949169991,152935802704
2023-08-05 20:46:41.949668505,152938092648
2023-08-05 20:46:42.949956535,152940576780
2023-08-05 20:46:43.950501496,152942998645
2023-08-05 20:46:44.951202393,152945513704
2023-08-05 20:46:45.951771694,152947961412
2023-08-05 20:46:46.952301412,152950403802
2023-08-05 20:46:47.952335736,152952780352
2023-08-05 20:46:48.953606857,152955803486
2023-08-05 20:46:49.954007291,152958301661
2023-08-05 20:46:50.954504091,152960908520
2023-08-05 20:46:51.955070267,152963443800
2023-08-05 20:46:52.955561029,152966264931
2023-08-05 20:46:53.955892642,152968985146
2023-08-05 20:46:54.95651058,152971793754
2023-08-05 20:46:55.956397004,152974456660
2023-08-05 20:46:56.957887353,152978032048
2023-08-05 20:46:57.958364249,152981551268
2023-08-05 20:46:58.958793139,152986243500
2023-08-05 20:46:59.958673112,152990788910
2023-08-05 20:47:00.960127372,152995279834
2023-08-05 20:47:01.960707937,152998631685
2023-08-05 20:47:02.961212502,153001095460
2023-08-05 20:47:03.961623573,153003541500
2023-08-05 20:47:04.962037997,153006212650
2023-08-05 20:47:05.962471446,153008694102
2023-08-05 20:47:06.963015353,153011395981
2023-08-05 20:47:07.963662642,153013843406
2023-08-05 20:47:08.964230728,153016812593
2023-08-05 20:47:09.964694051,153019404928
2023-08-05 20:47:10.9650248,153022444356
2023-08-05 20:47:11.965486156,153024868542
2023-08-05 20:47:12.965902321,153027402204
2023-08-05 20:47:13.965243753,153032335766
2023-08-05 20:47:14.96601078,153047382108
2023-08-05 20:47:15.966679907,153089258712
2023-08-05 20:47:16.96731541,153122245092
2023-08-05 20:47:17.967940944,153145771284
2023-08-05 20:47:18.968392023,153183910784
2023-08-05 20:47:19.969753148,153211658602
2023-08-05 20:47:20.969396207,153219615072
2023-08-05 20:47:21.969821733,153241770972
2023-08-05 20:47:22.970500126,153270708048
2023-08-05 20:47:23.971030228,153296442336
2023-08-05 20:47:24.971247324,153344915352
2023-08-05 20:47:25.971529818,153396748224
2023-08-05 20:47:26.972748656,153429746039
2023-08-05 20:47:27.972120529,153456509676
2023-08-05 20:47:28.972797317,153499742652
2023-08-05 20:47:29.973714681,153529701336
2023-08-05 20:47:30.974277068,153550178428
2023-08-05 20:47:31.974908944,153577428264
2023-08-05 20:47:32.975422417,153601480008
2023-08-05 20:47:33.975773968,153636392100
2023-08-05 20:47:34.976103617,153677509164
2023-08-05 20:47:35.976949682,153703417394
2023-08-05 20:47:36.977143462,153735086088
2023-08-05 20:47:37.977446895,153779519016
2023-08-05 20:47:38.977853506,153819379336
2023-08-05 20:47:39.978675238,153850493808
2023-08-05 20:47:40.979707081,153874434048
2023-08-05 20:47:41.980475072,153892016460
2023-08-05 20:47:42.981530389,153919448978
2023-08-05 20:47:43.982192521,153944424684
2023-08-05 20:47:44.983351693,153980456712
2023-08-05 20:47:45.983982822,154015436772
2023-08-05 20:47:46.98463923,154055799624
2023-08-05 20:47:47.985545378,154083434340
2023-08-05 20:47:48.985894318,154120329156
2023-08-05 20:47:49.986254325,154162319940
2023-08-05 20:47:50.987121453,154193388596
2023-08-05 20:47:51.988452841,154204167813
2023-08-05 20:47:52.987972141,154220571612
2023-08-05 20:47:53.988517967,154248558570
2023-08-05 20:47:54.988933775,154262312304
2023-08-05 20:47:55.989225047,154296425760
2023-08-05 20:47:56.989571509,154336274226
2023-08-05 20:47:57.990127309,154370527944
2023-08-05 20:47:58.990424674,154405177104
2023-08-05 20:47:59.990838146,154446798360
2023-08-05 20:48:00.991799631,154480141890
2023-08-05 20:48:01.992769817,154496850420
2023-08-05 20:48:02.993524762,154527794520
2023-08-05 20:48:03.993950007,154560102884
2023-08-05 20:48:04.995306137,154580027450
2023-08-05 20:48:05.994845539,154591050860
2023-08-05 20:48:06.995235905,154626761376
2023-08-05 20:48:07.99630682,154635379170
2023-08-05 20:48:08.997209281,154647622140
2023-08-05 20:48:09.998492649,154658375892
2023-08-05 20:48:10.998450036,154684196280
2023-08-05 20:48:11.99924282,154705884632
2023-08-05 20:48:12.999673531,154744641324
2023-08-05 20:48:14.000574924,154768008204
2023-08-05 20:48:15.001216099,154791478359
2023-08-05 20:48:16.002184752,154818188664
2023-08-05 20:48:17.003523646,154827040068
2023-08-05 20:48:18.003975731,154829562816
2023-08-05 20:48:19.003445762,154853088024
2023-08-05 20:48:20.003980263,154890748428
2023-08-05 20:48:21.005035083,154907233299
2023-08-05 20:48:22.005949194,154926352608
2023-08-05 20:48:23.00663979,154943610108
2023-08-05 20:48:24.006984519,154984609764
2023-08-05 20:48:25.008380787,155004767750
2023-08-05 20:48:26.008990606,155007423720
2023-08-05 20:48:27.009210743,155010990672
2023-08-05 20:48:28.009495623,155045133732
2023-08-05 20:48:29.01054264,155079759609
2023-08-05 20:48:30.011412228,155098999348
2023-08-05 20:48:31.01213053,155117470458
2023-08-05 20:48:32.012559301,155147378232
2023-08-05 20:48:33.013548459,155179014020
2023-08-05 20:48:34.014208039,155207464656
2023-08-05 20:48:35.014989949,155243331045
2023-08-05 20:48:36.015135913,155281986480
2023-08-05 20:48:37.015368915,155329116636
2023-08-05 20:48:38.015756463,155380828788
2023-08-05 20:48:39.016284863,155411475276
2023-08-05 20:48:40.016962729,155448707544
2023-08-05 20:48:41.017835869,155478781344
2023-08-05 20:48:42.01906862,155497136156
2023-08-05 20:48:43.01897201,155514640236
2023-08-05 20:48:44.019930528,155547644664
2023-08-05 20:48:45.020796972,155573226876
2023-08-05 20:48:46.021080239,155612870736
2023-08-05 20:48:47.021998713,155636825904
2023-08-05 20:48:48.023144618,155649053776
2023-08-05 20:48:49.022897424,155669805588
2023-08-05 20:48:50.023559204,155710993565
2023-08-05 20:48:51.024333786,155742986388
2023-08-05 20:48:52.024890694,155775586272
2023-08-05 20:48:53.02561946,155802078847
2023-08-05 20:48:54.026837608,155828197980
2023-08-05 20:48:55.026962009,155839143360
2023-08-05 20:48:56.027902857,155860602405
2023-08-05 20:48:57.02812073,155898009180
2023-08-05 20:48:58.028296864,155953194156
2023-08-05 20:48:59.028560401,155991969072
2023-08-05 20:49:00.029402145,156014899914
2023-08-05 20:49:01.030240934,156037597146
2023-08-05 20:49:02.031167784,156061493464
2023-08-05 20:49:03.031998076,156076175712
2023-08-05 20:49:04.03281709,156111487860
2023-08-05 20:49:05.033228621,156144496728
2023-08-05 20:49:06.034164245,156182728044
2023-08-05 20:49:07.035065057,156207265656
2023-08-05 20:49:08.035729068,156234923856
2023-08-05 20:49:09.035989417,156267768120
2023-08-05 20:49:10.036407649,156294543096
2023-08-05 20:49:11.036830103,156319874532
2023-08-05 20:49:12.0377297,156350223032
2023-08-05 20:49:13.038331163,156379057044
2023-08-05 20:49:14.038911202,156406658964
2023-08-05 20:49:15.040474706,156428964104
2023-08-05 20:49:16.041070183,156431660784
2023-08-05 20:49:17.041020766,156460567608
2023-08-05 20:49:18.042164217,156476535872
2023-08-05 20:49:19.042396685,156507608736
2023-08-05 20:49:20.043122524,156552445528
2023-08-05 20:49:21.043803585,156582365430
2023-08-05 20:49:22.044152147,156616593420
2023-08-05 20:49:23.044456415,156652545348
2023-08-05 20:49:24.044689981,156681021036
2023-08-05 20:49:25.045370327,156708190272
2023-08-05 20:49:26.046241924,156733318168
2023-08-05 20:49:27.047664395,156744357820
2023-08-05 20:49:28.048310132,156746880284
2023-08-05 20:49:29.04832054,156750037448
2023-08-05 20:49:30.048792963,156770776908
2023-08-05 20:49:31.049325574,156792032328
2023-08-05 20:49:32.049761006,156817032996
2023-08-05 20:49:33.050681168,156855214560
2023-08-05 20:49:34.05095456,156892689216
2023-08-05 20:49:35.051224951,156939622080
2023-08-05 20:49:36.051504369,156977726772
2023-08-05 20:49:37.051838428,157022876580
2023-08-05 20:49:38.051986093,157053629412
2023-08-05 20:49:39.052235217,157082810784
2023-08-05 20:49:40.052824236,157107319128
2023-08-05 20:49:41.053556984,157135229520
2023-08-05 20:49:42.054549719,157161914512
2023-08-05 20:49:43.055056671,157189562700
2023-08-05 20:49:44.055708702,157219729764
2023-08-05 20:49:45.056125383,157247612640
2023-08-05 20:49:46.057277457,157267659772
2023-08-05 20:49:47.056790393,157291421772
2023-08-05 20:49:48.058077107,157316286729
2023-08-05 20:49:49.057520493,157332809952
2023-08-05 20:49:50.058046342,157366085916
2023-08-05 20:49:51.058805283,157396099536
2023-08-05 20:49:52.060090493,157415814048
2023-08-05 20:49:53.060121565,157436418204
2023-08-05 20:49:54.060941859,157450411608
2023-08-05 20:49:55.061549441,157470182934
2023-08-05 20:49:56.062471926,157490978076
2023-08-05 20:49:57.062674212,157520598804
2023-08-05 20:49:58.062819733,157567527624
