minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
11,12.528443504340874,5.495551503757524,18.62593007756314
12,11.964465584285827,5.444303409214621,18.48853085838226
13,11.999128472145262,5.583796853905495,18.233538774571183
14,12.074675630505512,5.755515516853974,17.479910901004025
15,12.607859315919928,5.817024211503219,17.426926508607092
16,12.56561171654921,5.922893887647359,18.164937689604656
17,12.314638526736028,5.636300565922227,16.814903670516863
18,12.196676195399794,6.019334983659338,17.286582182195342
19,11.567505953303359,6.1532835376854855,18.376249925833243
20,12.566071747501217,5.71883300112877,18.085543236861696
