,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
0,82.91347400000001,35.08411300000001,121.62482500000003
1,78.61908600000001,28.005252000000002,133.00388400000003
2,70.87078,34.86614800000001,133.880285
3,85.07032299999997,35.498717,119.044551
4,66.06209999999999,32.190245,141.386543
5,68.669663,38.187425000000005,132.760094
6,113.13987600000002,38.632868000000016,87.80389400000004
7,66.737708,44.59433299999999,128.27455899999995
8,67.05279999999999,46.404067999999995,126.14261
9,71.57026,24.666406000000006,87.01442900000002
