minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
11,4.469089325963056,2.488780257130079,8.238401721908819
12,4.382275899557777,2.4674578490173107,8.15720647881805
13,4.500231165631148,2.547895633523245,8.038893886629017
14,4.618720199294502,2.608475298072994,7.681681140635859
15,4.90370327853413,2.6512557298187365,7.64545825613543
16,4.932460767012579,2.697035783379852,7.9852511518350235
17,4.875889404767283,2.550884281783096,7.3541458128483335
18,4.8735494062910005,2.7148502184718466,7.566707934934631
19,4.655079964256445,2.770915854438199,8.05965929618688
20,5.081750426317341,2.572766288177492,7.9282508127307745
