minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
11,1.3818912333333335,0.5847352166666668,2.027080416666667
12,1.3103181000000002,0.46675420000000006,2.2167314000000005
13,1.1811796666666665,0.5811024666666669,2.231338083333333
14,1.4178387166666662,0.5916452833333333,1.98407585
15,1.1010349999999998,0.5365040833333333,2.356442383333333
16,1.1444943833333334,0.6364570833333334,2.2126682333333334
17,1.8856646000000004,0.6438811333333336,1.463398233333334
18,1.1122951333333333,0.7432388833333332,2.137909316666666
19,1.1175466666666665,0.7734011333333333,2.1023768333333335
20,1.1928376666666667,0.41110676666666673,1.4502404833333338
