timestamp,sensor,target,socket,cpu,RAPL_ENERGY_PKG,time_enabled,time_running
1707492398316,sensor,all,0,21,421265408,3948486,3948486
1707492398316,sensor,all,1,38,399507456,3994738,3994738
1707492399317,sensor,all,0,21,94561894400,953117751,953117751
1707492399317,sensor,all,1,38,86119284736,953191464,953191464
1707492400318,sensor,all,0,21,87370235904,1953798926,1953798926
1707492400318,sensor,all,1,38,80809820160,1953859786,1953859786
1707492401318,sensor,all,0,21,91132264448,2954477540,2954477540
1707492401318,sensor,all,1,38,84069318656,2954525198,2954525198
1707492402319,sensor,all,0,21,89369870336,3955207891,3955207891
1707492402319,sensor,all,1,38,81806491648,3955255890,3955255890
1707492403320,sensor,all,0,21,87395663872,4955853680,4955853680
1707492403320,sensor,all,1,38,80523296768,4955914049,4955914049
1707492404320,sensor,all,0,21,91120730112,5956539306,5956539306
1707492404320,sensor,all,1,38,84492943360,5956588044,5956588044
1707492405321,sensor,all,0,21,88005148672,6957155460,6957155460
1707492405321,sensor,all,1,38,81279844352,6957210264,6957210264
1707492406322,sensor,all,0,21,90231537664,7957888366,7957888366
1707492406322,sensor,all,1,38,83487358976,7957936469,7957936469
1707492407322,sensor,all,0,21,88044208128,8958507400,8958507400
1707492407322,sensor,all,1,38,80935649280,8958555678,8958555678
1707492408323,sensor,all,0,21,91363999744,9959349604,9959349604
1707492408323,sensor,all,1,38,84074299392,9959359776,9959359776
1707492409324,sensor,all,0,21,91475673088,10960001762,10960001762
1707492409324,sensor,all,1,38,84823769088,10960007996,10960007996
1707492410324,sensor,all,0,21,92827287552,11960503222,11960503222
1707492410324,sensor,all,1,38,85559083008,11960512304,11960512304
1707492411325,sensor,all,0,21,89765707776,12961300913,12961300913
1707492411325,sensor,all,1,38,83034898432,12961307757,12961307757
1707492412326,sensor,all,0,21,89238798336,13961903883,13961903883
1707492412326,sensor,all,1,38,82126045184,13961912238,13961912238
1707492413326,sensor,all,0,21,91686174720,14962630203,14962630203
1707492413326,sensor,all,1,38,84115193856,14962638584,14962638584
1707492414327,sensor,all,0,21,88495095808,15963271323,15963271323
1707492414327,sensor,all,1,38,81459937280,15963278969,15963278969
1707492415328,sensor,all,0,21,91785527296,16963991953,16963991953
1707492415328,sensor,all,1,38,84972929024,16964000104,16964000104
1707492416329,sensor,all,0,21,92097216512,17964687697,17964687697
1707492416329,sensor,all,1,38,86067380224,17964695755,17964695755
1707492417329,sensor,all,0,21,89755222016,18965133981,18965133981
1707492417329,sensor,all,1,38,83660374016,18965140385,18965140385
1707492418330,sensor,all,0,21,90212663296,19965479525,19965479525
1707492418330,sensor,all,1,38,82868699136,19965484664,19965484664
1707492419331,sensor,all,0,21,91869675520,20966807673,20966807673
1707492419331,sensor,all,1,38,84720746496,20966814219,20966814219
1707492420331,sensor,all,0,21,99607642112,21967439367,21967439367
