minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1215,3.6310576009064404,4.640707315907838,9.202760452088846,1.423592858369622,
1217,5.797849304771934,7.770756413751784,14.739650796407657,1.4917571794043527,
1218,6.000908759372428,8.743516343212935,12.661643148459593,1.5448991548979336,
1219,4.465075552004539,8.190444626559243,12.183248638417316,1.2903144083000362,
1220,6.630928270805158,7.245979235945754,11.78146430733348,1.5739699698426421,
1221,5.154066573208806,5.318165207740085,10.561224015933165,1.2532336552716312,
1222,5.216409603616571,9.401870991826243,14.688148066643425,1.5907957122345464,
1223,4.494510533488101,5.394710654658941,15.531277286837566,1.5085386658422542,
1224,4.220050846471074,6.592224669859827,9.982852846630577,1.5562868139908506,
1225,4.210176233762843,7.468025858323829,11.097791693214065,1.3680817988597995,
1226,4.98403831366594,7.368029179596322,13.501049362105753,1.4376561610194687,
1227,3.952521302051756,6.848223912974292,13.443799310429968,1.6191577576523244,
1228,,,,,
