minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1215,0.5000752534900927,1.7195183108741299,2.8261078565237816,0.5364272803906767,
1217,0.8406768478191637,3.031418245355809,4.765601766164892,0.5918111329021263,
1218,0.8735204438854822,3.4242272329195838,4.109741528436195,0.6152888084205723,
1219,0.5976205411663705,2.949338253932933,3.6360362269820623,0.4725144361459983,
1220,0.9090265395165913,2.672512337077487,3.60138784294469,0.5903662271078711,
1221,0.668812070166815,1.8566767692947055,3.0558830002961677,0.4449476912944356,
1222,0.7945088794602432,3.8526695270005464,4.9884141311546735,0.6629248686489139,
1223,0.6315998848839475,2.0396149965504575,4.8667070242163275,0.5800145868511444,
1224,0.5683935788583103,2.3888224956227844,2.998158153370987,0.5735138987059173,
1225,0.5740242899676246,2.7394047749045933,3.37392133856534,0.5103462051379895,
1226,0.6785527253110893,2.6988202784917283,4.098624592019228,0.5355254154364893,
1227,0.5431087095068365,2.5316921827874292,4.119105906860588,0.6087297722918372,
1228,,,,,
