minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,cp
1081,4.893528191283435,3.3309719968589966,7.191068953970773,
1083,7.436785951491889,5.561232279824181,11.320020059714054,
1084,7.856880370254333,6.2905944669061356,9.937673944759688,
1085,6.084506075968269,5.603340793028211,10.088215430807086,
1086,9.074869415506523,4.747501132373245,8.926481084531014,
1087,7.642181114641465,4.351547210391541,8.571862149753802,
1088,7.027959430020786,6.993481211699641,11.419283290614512,
1089,6.212019343147721,4.240033698378268,12.142205819273151,
1090,6.070562377079206,5.1722424748066755,8.286429921644098,
1091,5.8675258194059845,5.355220326338781,9.13676245610233,
1092,6.930117266306944,5.900873189468507,10.653305978102267,
1093,5.584587390174285,5.048746926968935,11.039117503393305,
1094,,,,
