minutes,pyaes-0-0.0.1,video_processing-0-0.0.1,image_processing-0-0.0.1
1143,15.728665263491198,26.63600917634871,17.67257732968358
1144,16.32619718109178,21.832402082692674,12.74204138396909
1145,17.448035707005655,21.05000895838423,10.894474162609008
1146,15.89281172454368,21.302445413792466,12.310491970940376
