,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
0,92.0,150.0,103.0,96.0
1,90.0,206.0,71.0,116.0
2,95.0,281.0,88.0,107.0
3,50.0,272.0,62.0,109.0
4,0.0,237.0,47.0,83.0
