minute,perf_rapl,igpm,x_rest
1070,39.121923076923075,71.2709923192226,32.149069242299525
1071,34.844166666666666,64.11779315853022,29.273626491863556
1072,46.309,78.21813302201154,31.909133022011552
1073,41.69416666666667,67.1766979857959,25.482531319129226
1074,43.65716666666666,75.57337873079216,31.916212064125492
1075,54.5635,92.04547941285766,37.481979412857655
1076,47.56966666666666,75.84870399782865,28.279037331161984
1077,53.15333333333333,89.52433372239787,36.37100038906454
1078,48.01483333333333,78.27053153435207,30.25569820101873
1079,58.793,94.84322003057342,36.05022003057343
1080,46.078813559322036,75.11715021572594,29.0383366564039
1081,42.285714285714285,74.30108763177492,32.015373346060635
