minutes,dd-0-0.0.1,pyaes-0-0.0.1,cnn_image_classification-0-0.0.1
1070,6.937895210110583,10.880047152038472,7.274897125028169
1071,4.897893596415432,13.117406436135221,5.665356544063855
1072,6.082509579205939,9.330050526286831,5.768606692219875
1073,7.006883556368566,14.355945750124098,5.970454017640062
1074,7.40700497637707,12.221064661471784,4.99325202497832
1075,5.77740488392192,7.815477401580943,7.3365502437862755
1076,7.761501310200217,9.436680775702403,6.3627713987877135
1077,9.072289132296435,7.752901961022586,6.8490245128092795
1078,6.73841223334547,8.103828728852534,9.681428243252773
1079,8.117119973529928,9.834888503658696,7.131588061498507
1080,4.995884565743849,9.233081987868443,7.571443401050473
1081,23.37479010868947,30.997562376427798,29.80735146843921
