minutes,cnn_image_classification-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1070,26.708686917674797,6.513133274000055,17.671524818651434
1071,20.799501575331995,4.598027613452047,21.305475073154533
1072,21.17856891249272,5.710117309355964,15.15399861145442
1073,21.919620906378743,6.5778979151373695,23.317127956655987
1074,18.33197126284796,6.953522518186974,19.849624221075157
1075,26.93503703893539,5.423692178573928,12.694007750303792
1076,23.359954965452346,7.286315360599733,15.327188954532412
1077,25.145159891645186,8.51685221950292,12.592371844189373
1078,35.54390274130115,6.325863334887682,13.16235201068839
1079,26.18254931813258,7.620161819625633,15.973963518026837
1080,27.79741181738964,4.69001923678391,14.996500954565327
1081,109.43319259824645,21.94370462785444,50.346674531654905
