minutes,dd-0-0.0.1,pyaes-0-0.0.1,cnn_image_classification-0-0.0.1
1070,5.461553690424628,9.86668151099959,4.567695947401303
1071,3.995775694618135,9.589154258364815,5.890131975330364
1072,5.816581734839562,10.480787772517045,4.308669944395837
1073,4.583100598934429,13.448669814184555,5.553307788088146
1074,3.4901538293789436,6.650142384837841,4.285815993319487
1075,5.250601817358164,9.206193351852534,5.426664230622341
1076,4.767437496581057,9.28615066426666,4.884328150756433
1077,5.046561772111384,10.01805996897255,5.391980501298933
1078,3.4679888541626926,8.959949057459509,5.2051105717031785
1079,3.371516424520631,9.252358942905559,3.5270295826654783
1080,3.7146281724458374,10.549125899810031,5.862938496029509
1081,21.856279141760954,56.74241434704557,47.622308064216305
