minutes,dd-0-0.0.1,image_processing-0-0.0.1,video_processing-0-0.0.1
1361,0.70560634127642,4.6302281034649075,-12.307089800855715
1362,0.7224597317683872,5.100088706496632,-16.518799077805795
1363,0.5899183992023384,3.787607466773836,-15.51351959748332
1364,0.8477923685974111,2.3026943056803373,-14.781562414820117
1365,0.682570884009871,2.891246501132606,-14.538493941527141
1366,0.9948413903711649,2.257022805216874,-14.567561892893211
1367,0.8301538762737575,4.253537227110915,-16.60793637318044
1368,1.0698672656679398,1.7103398142739168,-14.46342788054114
1369,1.1706516667285876,2.398411373359397,-15.483475154649039
1370,0.4646029397647143,1.7093532593957652,-13.134580064550127
1371,0.7584639657965543,7.269437516107315,-17.50531513116577
1372,0.8543752755385016,1.1279886383475943,-13.217562070557504
1373,0.46469688047615865,2.331958419281882,-13.622737105545975
1374,1.1333907124083902,4.9222704562678805,-16.53681834321146
1375,0.9341793212766581,5.971941910487567,-17.975431907899893
1376,0.8501478353201056,1.5921285725419543,-14.366583735251018
1377,1.419187541668641,3.7879371148636483,-15.556709532812611
1378,2.147370163035588,1.8739081788270386,-15.583300433770907
1379,0.903796378503256,2.2558184525906424,-14.348626313219563
1380,0.805536243478733,5.783285169046817,-17.15893279392056
1381,0.6648521267284266,1.3032726103084122,-12.87202024035978
1382,1.3803510517805806,8.452985027754167,-19.09771094683735
1383,0.7495683345529114,1.9362547656102203,-14.685355092838611
1384,1.6519319955619745,-7.505146873849665,-40.578689722986105
