minute,perf_rapl,igpm,x_rest
1053,42.03211538461539,74.1375287110732,32.10541332645783
1054,39.43316666666667,67.54074538156453,28.107578714897866
1055,46.0775,78.29483323736926,32.21733323736927
1056,40.75533333333333,68.21789915806565,27.462565824732316
1057,51.122166666666665,83.92656160717037,32.804394940503705
1058,53.752833333333335,84.43769263039468,30.684859297061344
1059,45.4795,82.4700475628162,36.990547562816204
1060,51.782666666666664,81.63910866917332,29.856442002506654
1061,51.891333333333336,83.28171568768599,31.390382354352653
1062,52.05833333333333,83.9783682178119,31.92003488447857
1063,59.03933333333334,91.28705141212005,32.24771807878672
1064,52.40714285714286,62.31544985814919,9.908307001006335
