seconds,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
34309,21.29,11.2,151276384.0,114.0,92390709456.0,29586329.0,0.1009304,6.0,47.746725,1.2,1.0,6.2,92.71000000000001
34310,20.12,9.78,142396896.0,100.0,92420295785.0,37770655.0,0.11760906666666666,7.0,29.586329,1.2,1.0,5.7,79.88
34311,29.24,21.7,2712775632.0,88.0,92458066440.0,38769948.0,0.13428728333333334,8.0,37.770655,1.2,0.0,5.3,58.760000000000005
34312,23.95,15.64,1597475042.0,122.0,92496836388.0,31272880.0,0.1509665,9.0,38.769948,1.2,0.0,5.0,98.05
34313,19.55,8.13,96833269.0,110.0,92528109268.0,29113436.0,0.16764735,10.0,31.27288,1.27,1.0,4.8,90.45
34314,19.98,8.58,198691075.0,103.0,92557222704.0,28430664.0,0.18432544999999997,11.0,29.113436,1.27,1.0,4.7,83.02
34315,19.83,8.63,156208182.0,103.0,92585653368.0,29187657.0,0.20100476666666667,12.0,28.430664,1.27,0.0,4.6,83.17
34316,19.65,8.51,114626625.0,103.0,92614841025.0,32449731.0,0.21768478333333335,13.0,29.187657,1.27,0.0,4.3,83.35
34317,24.05,17.88,419143209.0,106.0,92647290756.0,32497608.0,0.2343631,14.0,32.449731,1.24,0.0,4.2,81.95
34318,24.58,16.9,1094287939.0,103.0,92679788364.0,39054024.0,0.2510369,15.0,32.497608,1.24,0.0,4.1,78.42
34319,25.49,20.47,312400491.0,121.0,92718842388.0,37054310.0,0.2677094,16.0,39.054024,1.24,2.0,4.2,95.51
34320,25.11,19.69,339852577.0,135.0,92755896698.0,35210079.0,0.2843866333333333,17.0,37.05431,1.24,2.0,4.1,109.89
34321,23.6,16.96,255206731.0,141.0,92791106777.0,36006199.0,0.3010645,18.0,35.210079,1.24,1.0,4.0,117.4
34322,26.23,18.3,1292243671.0,129.0,92827112976.0,55008879.0,0.3177432833333333,19.0,36.006199,1.24,1.0,3.9,102.77
34323,57.47,32.34,5111974747.0,116.0,92882121855.0,88630883.0,0.33441735,20.0,55.008879,1.3,6.0,4.2,58.53
34324,65.65,31.91,14001783152.0,157.0,92970752738.0,103541691.0,0.35108675,21.0,88.630883,1.3,6.0,4.6,91.35
34325,74.03,34.62,21967447795.0,203.0,93074294429.0,113782159.0,0.3677569833333333,22.0,103.541691,1.3,30.0,5.0,128.97
34326,79.05,34.51,31657817471.0,212.0,93188076588.0,116963340.0,0.3844268,23.0,113.782159,1.3,30.0,5.3,132.95
34327,85.05,35.99,32376740875.0,227.0,93305039928.0,132181399.0,0.40109495,24.0,116.96334,2.0,39.0,5.6,141.95
34328,91.16,36.62,39663791358.0,225.0,93437221327.0,141463577.0,0.4177576833333333,25.0,132.181399,2.0,39.0,6.1,133.84
34329,104.23,35.99,60147201399.0,243.0,93578684904.0,154364570.0,0.4344408666666667,26.0,141.463577,2.0,51.0,6.3,138.76999999999998
34330,110.17,35.89,76243743014.0,250.0,93733049474.0,162886366.0,0.45113148333333336,27.0,154.36457,2.0,51.0,6.7,139.82999999999998
34331,111.25,38.12,66048599355.0,252.0,93895935840.0,168383665.0,0.4677880833333333,28.0,162.886366,2.0,64.0,6.9,140.75
34332,120.89,38.15,81073592019.0,259.0,94064319505.0,180760463.0,0.4845847833333333,29.0,168.383665,2.0,64.0,7.1,138.11
34333,114.08,36.34,77730399555.0,271.0,94245079968.0,162820296.0,0.5011470333333333,30.0,180.760463,3.44,75.0,7.3,156.92000000000002
34334,113.27,38.34,63420899369.0,275.0,94407900264.0,168675216.0,0.5178308166666666,31.0,162.820296,3.44,75.0,7.5,161.73000000000002
34335,121.83,38.16,76496004691.0,266.0,94576575480.0,182802176.0,0.5345076666666666,32.0,168.675216,3.44,68.0,7.8,144.17000000000002
34336,127.64,36.71,91581887869.0,273.0,94759377656.0,188176804.0,0.5511833,33.0,182.802176,3.44,68.0,7.9,145.36
34337,113.75,37.55,66128100747.0,278.0,94947554460.0,154409187.0,0.5678564833333334,34.0,188.176804,6.77,74.0,8.0,164.25
34338,103.04,37.83,54702601031.0,276.0,95101963647.0,151210289.0,0.5845463666666666,35.0,154.409187,6.77,74.0,7.9,172.95999999999998
34339,101.73,38.93,52826796918.0,258.0,95253173936.0,156059746.0,0.6012189,36.0,151.210289,6.77,46.0,7.8,156.26999999999998
34340,114.16,38.02,76459271029.0,254.0,95409233682.0,176252396.0,0.6178910666666667,37.0,156.059746,6.77,46.0,7.7,139.84
34341,120.2,38.42,85106446009.0,249.0,95585486078.0,178987582.0,0.6345568333333333,38.0,176.252396,6.77,54.0,7.6,128.8
34342,126.95,39.45,84151107384.0,254.0,95764473660.0,182521908.0,0.6512390166666666,39.0,178.987582,6.77,54.0,7.6,127.05
34343,113.67,37.73,71918868775.0,267.0,95946995568.0,156658228.0,0.6679144166666667,40.0,182.521908,7.75,63.0,7.5,153.32999999999998
34344,102.01,37.15,56492240967.0,268.0,96103653796.0,154942884.0,0.6846040166666667,41.0,156.658228,7.75,63.0,7.5,165.99
34345,115.44,37.36,71038046943.0,258.0,96258596680.0,170664865.0,0.7012718499999999,42.0,154.942884,7.75,44.0,7.5,142.56
34346,117.83,38.03,78471740985.0,257.0,96429261545.0,180833994.0,0.71795765,43.0,170.664865,7.75,44.0,7.4,139.17000000000002
34347,123.38,38.19,88170288600.0,266.0,96610095539.0,176650393.0,0.7346200166666667,44.0,180.833994,8.25,55.0,7.4,142.62
34348,113.35,37.87,72072955427.0,273.0,96786745932.0,165691188.0,0.7513046,45.0,176.650393,8.25,55.0,7.3,159.65
34349,114.42,38.32,70076554797.0,265.0,96952437120.0,165867654.0,0.7679788833333333,46.0,165.691188,8.25,53.0,7.3,150.57999999999998
34350,108.18,38.46,59200741053.0,262.0,97118304774.0,149504937.0,0.7846608166666668,47.0,165.867654,8.25,53.0,7.3,153.82
34351,104.38,36.57,61812584318.0,257.0,97267809711.0,160538649.0,0.8013478666666667,48.0,149.504937,8.25,44.0,7.2,152.62
34352,108.47,36.06,66143725383.0,257.0,97428348360.0,162889080.0,0.81801885,49.0,160.538649,8.25,44.0,7.2,148.53
34353,117.86,36.03,81306299199.0,259.0,97591237440.0,173131632.0,0.8346877666666667,50.0,162.88908,8.55,40.0,7.2,141.14
34354,113.12,36.82,70686938922.0,263.0,97764369072.0,156000438.0,0.8513751333333333,51.0,173.131632,8.55,40.0,7.1,149.88
34355,87.12,34.91,41500202279.0,269.0,97920369510.0,116276203.0,0.8680478833333333,52.0,156.000438,8.55,42.0,7.1,181.88
