minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1290,0.6121998833333333,3.2190867166666663,0.8350738166666665,0.6959113000000001
1291,0.9993902166666667,5.356955216666666,0.7330275666666667,0.5915117333333334
1292,0.7667053333333335,3.907925183333332,0.6366425833333333,0.7058888
1293,0.8021137499999998,2.5961101999999996,0.5395943666666666,0.8242356166666667
1294,0.9748759333333332,4.606819783333334,0.6286567166666667,0.879984333333333
1295,0.5929271,4.252036966666667,0.7311943500000002,0.7531062833333331
1296,0.5736469833333334,2.880803166666666,0.48092709999999994,0.6682215333333333
1297,0.6147064833333334,3.1585200499999995,0.7301971999999999,0.7208337833333334
1298,0.7957254666666667,3.9971734499999996,0.7875264000000002,0.6638433833333334
1299,0.6518901166666665,3.1870485333333334,0.7660093500000001,0.6708678499999999
1300,0.9827227999999998,4.292302916666666,0.7188509166666667,0.9102669166666666
