,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
0,36.731992999999996,193.14520299999998,50.10442899999999,41.754678000000006
1,59.963413,321.417313,43.981654,35.490704
2,46.002320000000005,234.47551099999993,38.198555,42.353328
3,48.12682499999999,155.76661199999998,32.375662,49.454137
4,58.49255599999999,276.40918700000003,37.719403,52.79905999999998
5,35.575626,255.122218,43.87166100000001,45.186376999999986
6,34.418819000000006,172.84818999999996,28.855625999999997,40.093292
7,36.882389,189.51120299999997,43.811831999999995,43.250027
8,47.743528,239.83040699999998,47.25158400000001,39.830603
9,39.11340699999999,191.222912,45.960561000000006,40.252070999999994
10,58.96336799999999,257.53817499999997,43.131055,54.616015
