,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
0,39.70962200000001,190.51523399999996,7.989387000000001,1.3821130000000001
1,33.39504300000001,197.77950999999996,7.130383,1.303406
2,36.837879,191.63003600000002,9.638417,1.4615969999999998
3,42.737411,191.69450999999998,4.451741,0.7985690000000001
4,50.772079000000005,179.97658199999998,6.253208000000001,1.8264289999999999
5,43.710696999999996,191.15327599999998,3.735885,1.037895
6,45.213092,189.265267,4.377728,0.8315140000000001
7,44.21781000000001,189.305551,5.123294,1.0029050000000002
8,41.185426,188.272831,8.688481,0.850455
9,52.037914,176.87084399999998,8.348559,1.7693500000000002
10,33.109508,199.859578,5.882297999999999,0.8226110000000001
11,30.67550500000001,199.73484500000006,7.494224000000001,1.709763
12,59.83513599999999,168.934175,8.860372,1.9257619999999998
13,42.65946499999999,187.21072100000004,8.835212000000004,0.967351
14,32.497893000000005,198.40746200000004,7.638623,1.081405
15,40.578245,191.72751399999999,6.026210000000001,1.268602
16,50.38365199999999,183.57438199999999,4.726216000000001,0.9495079999999999
17,31.335363000000005,203.111377,4.7726869999999995,0.496671
18,54.915034,174.52756,9.132783,1.0895519999999999
19,42.304306,186.98587500000002,9.481872999999998,0.8798
20,38.287914,191.33398,8.639315,1.3795050000000002
21,37.616591,195.14883799999998,5.661114,1.2124200000000003
22,37.500985,191.60745200000008,9.429457,1.074474
23,61.796478000000015,174.731667,1.963085,1.2023869999999999
24,2.410538,48.942032,0.0,0.0
