minutes,image_processing-0-0.0.1,model_training-0-0.0.1,pyaes-0-0.0.1
1306,9.481537334079485,15.258579328150073,16.296677012204267
1307,7.195153406866367,22.174873007329065,11.893261975325943
1308,9.052580234473789,24.0863588381422,12.210065894958525
1309,9.444105161796468,19.535183949724004,13.634621469374776
1310,9.334709202935835,21.370326303270677,10.74815570940319
1311,8.11940346072147,20.061475566608255,15.293709809618024
1312,9.728521394717875,15.416991673377645,14.608357907422901
1313,9.314230022497759,16.931274939394566,16.84710633987459
1314,8.415214392460301,22.7839335528539,15.629860407102399
1315,9.080148390156417,22.690046594749564,15.046364063059839
1316,8.178850167592868,9.664854924914042,14.439364268278723
