minutes,image_processing-0-0.0.1,model_training-0-0.0.1,pyaes-0-0.0.1
1306,5.626898127741862,5.578205146203147,5.594515749558737
1307,4.931713267325805,5.5561302031286965,4.980512852268985
1308,5.565176412464806,6.317401660209176,5.244745652613369
1309,5.088370542588284,5.264999881766416,4.969794900262281
1310,5.554943009478653,5.91111434318412,5.060225967035859
1311,5.493197781593696,6.307472184013327,5.714549283373038
1312,4.739855534635751,4.7343557631747535,4.720942645715836
1313,5.278635055693879,5.332594022599541,5.278487784583841
1314,5.590762250049327,6.544296674173505,5.722327403996549
1315,6.012266659007441,6.796157963561931,5.784393247479761
1316,3.77651459982756,3.8409864001827967,3.5670536282532423
