minutes,image_processing-0-0.0.1,model_training-0-0.0.1,pyaes-0-0.0.1
1306,0.9251501999999999,1.4406592500000004,0.8028327500000001
1307,0.7009486,3.178158516666667,0.6644354999999998
1308,1.0888461,3.3188915000000003,0.6011347499999999
1309,0.9629261333333331,1.9128461166666668,0.6099930499999999
1310,1.5051718499999998,3.2654548666666674,0.5609963333333332
1311,0.7416744333333335,2.146271333333333,0.7128443833333333
1312,0.8357468499999998,1.41245035,0.6090101166666667
1313,1.0607396666666664,1.6908278666666663,0.8968825500000002
1314,0.85094095,2.547095483333334,0.7399293166666667
1315,1.2696330999999998,2.9970634666666673,0.8538651333333331
1316,0.5972231833333332,0.7341255333333333,0.6910311166666668
