,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
0,245.517013,350.3070639999999,159.25348600000004,87.333002,0.0
1,148.229394,140.211559,66.45152100000003,53.971528000000006,0.0
2,126.76984299999997,142.302567,77.94519700000001,82.28620399999998,0.0
3,124.46199899999996,156.29923700000003,77.470757,96.607962,0.0
4,135.732456,133.287732,51.779854,78.021472,0.0
5,146.896657,164.69468300000003,59.91987999999999,86.249948,0.0
6,133.588459,150.899683,72.962561,100.99989500000001,0.0
7,124.77939899999998,141.310616,89.40130399999998,132.57211300000003,0.0
8,127.36925300000001,177.46866400000002,78.998984,120.99817700000003,0.0
9,139.328518,157.02787400000003,61.61942100000001,138.371273,0.0
10,131.88569399999997,218.35855999999998,81.70350399999998,111.41607400000002,0.0
11,130.06717300000003,155.74891999999997,70.96043700000004,124.94258199999997,0.0
