minutes,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,image_processing-0-0.0.1
1191,10.634247552500353,9.382652316638469,8.83964142219207,5.289622801851492
1192,9.039512421540062,7.649994295455424,7.172993059711184,7.083511827021975
1193,11.904471260675479,7.970249505434359,6.053552752864127,8.562411728452998
1194,6.706074556783,6.512201224409465,11.248609849384058,6.285945577284971
1195,10.9292729303708,7.858570212531359,10.651994272461284,10.05746623645026
1196,11.714371315125241,8.365736471326441,11.155406815568208,8.353714877958415
1197,9.872601891220778,6.648570993819096,13.167609202964924,5.389056620971603
1198,7.183791476771615,5.428868317877951,10.810104934320492,7.3609042076153814
1199,5.170059623592972,6.536235966894871,11.99280327742666,4.222116477379086
1200,7.5410568040851995,4.138743046291656,11.595502025249255,5.6525715616045344
1201,7.686419021606834,6.412806823694822,12.065397640095705,5.397445376761374
1202,8.796781633805233,4.372787000541939,8.400529539475746,6.4969206379956
1203,13.438246176351818,4.428804847794546,14.042414049996237,5.621210474630263
1204,0.0027013813213582387,5.892304513615071,13.300533447298795,2.8059839936730633
