seconds,perf_rapl,energy_ram,retired_instructions,ipmi,rapl_uj,rapl_uj_diff,minute,second,rapl_pw,load_avg_1minute,cpu_pct,cpu_pct_process,x_rest
71116,22.03,11.15,205753313.0,133.0,317554501821.0,29595111.0,0.13420048333333331,8.0,46.800119,2.61,1.0,5.4,110.97
71117,20.99,9.69,302747906.0,167.0,317584096932.0,37849268.0,0.15088033333333334,9.0,29.595111,2.48,0.0,5.0,146.01
71118,29.71,22.58,2732476276.0,97.0,317621946200.0,40425427.0,0.16756018333333333,10.0,37.849268,2.48,0.0,4.8,67.28999999999999
71119,24.96,16.99,1693627952.0,122.0,317662371627.0,32930043.0,0.18423945,11.0,40.425427,2.48,2.0,4.6,97.03999999999999
71120,20.42,8.73,150091216.0,130.0,317695301670.0,30534660.0,0.20091901666666667,12.0,32.930043,2.48,2.0,4.4,109.58
71121,20.91,9.29,236250690.0,112.0,317725836330.0,29644418.0,0.2175969,13.0,30.53466,2.48,0.0,4.4,91.09
71122,20.71,9.33,207571421.0,97.0,317755480748.0,30306100.0,0.23427625000000002,14.0,29.644418,2.48,0.0,4.2,76.28999999999999
71123,20.06,7.86,128611548.0,100.0,317785786848.0,29972336.0,0.25095508333333333,15.0,30.3061,2.36,0.0,4.1,79.94
71124,20.4,8.49,199896216.0,106.0,317815759184.0,29042822.0,0.26763213333333336,16.0,29.972336,2.36,0.0,4.0,85.6
71125,20.45,8.69,205702847.0,101.0,317844802006.0,30082706.0,0.28431223333333333,17.0,29.042822,2.36,0.0,3.8,80.55
71126,20.21,8.22,129697115.0,89.0,317874884712.0,30326557.0,0.3009911,18.0,30.082706,2.36,0.0,3.7,68.78999999999999
71127,20.75,9.86,202518340.0,89.0,317905211269.0,29570046.0,0.3176689833333333,19.0,30.326557,2.25,0.0,3.7,68.25
71128,20.4,8.8,199613524.0,103.0,317934781315.0,29787125.0,0.33434885,20.0,29.570046,2.25,0.0,3.5,82.6
71129,19.85,7.64,129092326.0,107.0,317964568440.0,29514168.0,0.35102801666666666,21.0,29.787125,2.25,0.0,3.5,87.15
71130,20.39,8.75,198304930.0,107.0,317994082608.0,29490351.0,0.36770491666666666,22.0,29.514168,2.25,0.0,3.4,86.61
71131,20.51,9.14,200533531.0,106.0,318023572959.0,29839029.0,0.38438193333333337,23.0,29.490351,2.25,0.0,3.4,85.49
71132,19.99,7.54,128412640.0,106.0,318053411988.0,29098848.0,0.4010600833333333,24.0,29.839029,2.25,0.0,3.3,86.01
71133,20.0,7.65,197451246.0,102.0,318082510836.0,29411732.0,0.4177390833333333,25.0,29.098848,2.15,0.0,3.2,82.0
71134,20.37,8.41,198440596.0,94.0,318111922568.0,29634880.0,0.43441836666666667,26.0,29.411732,2.15,0.0,3.2,73.63
71135,19.91,7.62,136079162.0,94.0,318141557448.0,29232056.0,0.4510972166666667,27.0,29.63488,2.15,0.0,3.1,74.09
71136,20.28,7.79,200038509.0,91.0,318170789504.0,29471644.0,0.46777763333333333,28.0,29.232056,2.15,0.0,3.1,70.72
71137,20.23,8.3,197744502.0,92.0,318200261148.0,29772600.0,0.48445598333333334,29.0,29.471644,2.06,0.0,3.0,71.77
71138,19.91,7.5,128294216.0,93.0,318230033748.0,28976369.0,0.5011332833333333,30.0,29.7726,2.06,0.0,3.0,73.09
71139,20.37,9.05,200223391.0,99.0,318259010117.0,29828335.0,0.5178124166666667,31.0,28.976369,2.06,0.0,3.0,78.63
71140,19.93,7.94,129531654.0,104.0,318288838452.0,29798384.0,0.5344904666666667,32.0,29.828335,2.06,0.0,2.9,84.07
