timestamp,load_avg_1minute,cpu_pct,hw_cpu_hz_mean,hw_cpu_hz_max,hw_cpu_hz_min,hw_cpu_hz_std,hw_cpu0_hz,hw_cpu1_hz,hw_cpu2_hz,hw_cpu3_hz,hw_cpu4_hz,hw_cpu5_hz,hw_cpu6_hz,hw_cpu7_hz,hw_cpu8_hz,hw_cpu9_hz,hw_cpu10_hz,hw_cpu11_hz,hw_cpu12_hz,hw_cpu13_hz,hw_cpu14_hz,hw_cpu15_hz,hw_cpu16_hz,hw_cpu17_hz,hw_cpu18_hz,hw_cpu19_hz,hw_cpu20_hz,hw_cpu21_hz,hw_cpu22_hz,hw_cpu23_hz,hw_cpu24_hz,hw_cpu25_hz,hw_cpu26_hz,hw_cpu27_hz,hw_cpu28_hz,hw_cpu29_hz,hw_cpu30_hz,hw_cpu31_hz,hw_cpu32_hz,hw_cpu33_hz,hw_cpu34_hz,hw_cpu35_hz,hw_cpu36_hz,hw_cpu37_hz,hw_cpu38_hz,hw_cpu39_hz,hw_cpu40_hz,hw_cpu41_hz,hw_cpu42_hz,hw_cpu43_hz,hw_cpu44_hz,hw_cpu45_hz,hw_cpu46_hz,hw_cpu47_hz,kern_cpu_hz_mean,kern_cpu_hz_max,kern_cpu_hz_min,kern_cpu_hz_std,kern_cpu0_hz,kern_cpu1_hz,kern_cpu2_hz,kern_cpu3_hz,kern_cpu4_hz,kern_cpu5_hz,kern_cpu6_hz,kern_cpu7_hz,kern_cpu8_hz,kern_cpu9_hz,kern_cpu10_hz,kern_cpu11_hz,kern_cpu12_hz,kern_cpu13_hz,kern_cpu14_hz,kern_cpu15_hz,kern_cpu16_hz,kern_cpu17_hz,kern_cpu18_hz,kern_cpu19_hz,kern_cpu20_hz,kern_cpu21_hz,kern_cpu22_hz,kern_cpu23_hz,kern_cpu24_hz,kern_cpu25_hz,kern_cpu26_hz,kern_cpu27_hz,kern_cpu28_hz,kern_cpu29_hz,kern_cpu30_hz,kern_cpu31_hz,kern_cpu32_hz,kern_cpu33_hz,kern_cpu34_hz,kern_cpu35_hz,kern_cpu36_hz,kern_cpu37_hz,kern_cpu38_hz,kern_cpu39_hz,kern_cpu40_hz,kern_cpu41_hz,kern_cpu42_hz,kern_cpu43_hz,kern_cpu44_hz,kern_cpu45_hz,kern_cpu46_hz,kern_cpu47_hz
2023-04-13 16:13:52.271055798,2.07,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167871.1041666667,1000003,2100000,297140.86609294976,1000006,1000126,1000121,1000427,1000427,1000245,1000066,1000508,1000554,1000148,1000301,1000302,1000440,1000146,1000483,1000271,1000352,1000043,1000003,1000046,1000562,1299837,1000081,2100000,1172446,1003840,1004969,1440555,1000090,1398176,1000118,1221317,1040633,1000025,1183581,1913285,1000123,1005974,2027527,1077953,1066487,1360426,1842144,1372527,1894478,1133863,1187511,1304270
2023-04-13 16:13:54.275090641,2.07,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188758.5208333333,1000025,2100927,324123.6331242543,1000082,1000110,1000094,1000047,2099999,1000273,1000127,1000319,1000233,1000396,1000503,1000183,1000704,1200158,1000197,1000745,1000497,1000423,1000574,1000186,1000860,2100927,1000109,1000345,1172446,1003840,1004969,1440555,1000090,1398176,1000118,1221317,1040633,1000025,1183581,1913285,1000123,1005974,2027527,1077953,1066487,1360426,1842144,1372527,1894478,1133863,1187511,1304270
2023-04-13 16:13:56.275089085,2.07,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1167895.6666666667,999937,2099999,295735.614196006,1000094,1000168,1000259,1000347,1000102,1000640,999937,1000320,1000069,1000072,1000208,1000372,1000283,1200595,1000058,1000224,1000280,1000410,1100353,2099999,1000244,1000933,1000074,1000633,1172446,1003840,1004969,1440555,1000090,1398176,1000118,1221317,1040633,1000025,1183581,1913285,1000123,1005974,2027527,1077953,1066487,1360426,1842144,1372527,1894478,1133863,1187511,1304270
2023-04-13 16:13:58.275104454,2.06,2,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1198552.5416666667,999956,2100000,313499.35338164034,1000074,1000339,1000069,1900097,1000125,1000066,1000107,1000196,1000237,1000120,1000487,1000079,1000301,1338195,1125326,1000172,1000033,999956,1000357,1000242,1000232,2100000,1410805,1000589,1172446,1003840,1004969,1440555,1000090,1398176,1000118,1221317,1040633,1000025,1183581,1913285,1000123,1005974,2027527,1077953,1066487,1360426,1842144,1372527,1894478,1133863,1187511,1304270
2023-04-13 16:14:00.279067026,2.06,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140315.7083333333,999968,2027527,264242.3354160405,1000033,1000507,1000350,1000165,1000236,1000488,1000115,1000679,1000093,1000311,1000425,1000042,1000310,1000498,1000466,999968,1000025,1000290,1000558,1000174,1000251,1076018,1000477,1000357,1172446,1003840,1004969,1440555,1000090,1398176,1000118,1221317,1040633,1000025,1183581,1913285,1000123,1005974,2027527,1077953,1066487,1360426,1842144,1372527,1894478,1133863,1187511,1304270
2023-04-13 16:14:02.275074037,1.9,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155995.3125,1000000,2027527,265254.8501133043,1000054,1000714,1000325,1000035,1000639,1000386,1000134,1000323,1182131,1000386,1000317,1000266,1000147,1400072,1000269,1000170,1000015,1000000,1000112,1000418,1000233,1247576,1000412,1000323,1172446,1003840,1004969,1440555,1000090,1398176,1000118,1221317,1040633,1000025,1183581,1913285,1000123,1005974,2027527,1077953,1066487,1360426,1842144,1372527,1894478,1133863,1187511,1304270
2023-04-13 16:14:04.283065517,1.9,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149782.1458333333,1000025,2027527,268630.4838829873,1000029,1000488,1000323,1000046,1000068,1000449,1000226,1000286,1000125,1000391,1000370,1000335,1000423,1498774,1000083,1000423,1000038,1000316,1000299,1000068,1000212,1032571,1000523,1000359,1172446,1003840,1004969,1440555,1000090,1398176,1000118,1221317,1040633,1000025,1183581,1913285,1000123,1005974,2027527,1077953,1066487,1360426,1842144,1372527,1894478,1133863,1187511,1304270
2023-04-13 16:14:06.275072056,1.9,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140623.625,1000000,2027527,264021.42621682753,1000071,1000224,1000479,1000136,1000093,1000554,1000026,1000024,1000115,1000157,1000386,1000231,1000191,1039519,1000425,1000379,1000279,1000000,1000131,1000361,1000211,1052617,1000694,1000313,1172446,1003840,1004969,1440555,1000090,1398176,1000118,1221317,1040633,1000025,1183581,1913285,1000123,1005974,2027527,1077953,1066487,1360426,1842144,1372527,1894478,1133863,1187511,1304270
2023-04-13 16:14:08.283081878,1.83,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149599.625,1000025,2027527,269589.73639500083,1000067,1000128,1000326,1000337,1000155,1000712,1000420,1000561,1000103,1000313,1000281,1000126,1000090,1000500,1000448,1000531,1000056,1000296,1000127,1000404,1000204,1521531,1000590,1000158,1172446,1003840,1004969,1440555,1000090,1398176,1000118,1221317,1040633,1000025,1183581,1913285,1000123,1005974,2027527,1077953,1066487,1360426,1842144,1372527,1894478,1133863,1187511,1304270
2023-04-13 16:14:10.279070529,1.83,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1154276.7708333333,1000025,2027527,268472.0440118207,1000082,1000076,1000067,1000250,1000105,1000611,1000346,1000374,1000431,1000255,1000267,1000067,1000438,1500880,1000335,1000386,1000098,1000367,1000139,1000057,1000223,1245904,1000734,1000475,1172446,1003840,1004969,1440555,1000090,1398176,1000118,1221317,1040633,1000025,1183581,1913285,1000123,1005974,2027527,1077953,1066487,1360426,1842144,1372527,1894478,1133863,1187511,1304270
