minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1182,4.353253683333336,8.730867316666668,5.2836183,2.164423566666667,0.0
1184,1.9054383333333338,4.350002033333333,2.4037774666666665,1.2218211833333326,0.0
1185,1.9555808499999998,3.994449116666667,2.8360529333333337,1.21312115,0.0
1186,2.328162133333333,5.606134483333333,2.773705366666667,1.4161623,0.0
1187,1.524863833333333,5.341962583333332,2.831326916666667,1.0873583333333334,0.0
1188,1.8455538833333336,4.860283516666666,3.045534733333335,1.2609400666666666,0.0
1189,2.1319382333333334,3.244784366666666,2.4475511166666664,1.1537100333333334,0.0
1190,2.3437324999999998,6.429687833333332,2.2393469500000003,1.0280569166666664,0.0
1191,2.381042233333333,5.14010345,3.2657561333333334,1.1063911833333333,0.0
1192,2.474253566666667,3.8442858999999996,3.0013125999999994,1.2228424666666666,0.0
1193,2.12899005,4.007221333333333,2.5749701500000013,1.26296945,0.0
1194,2.5329076999999995,4.701608066666666,2.5371074833333336,1.0599610499999998,0.0
1195,2.2211761666666665,4.1763641666666675,2.303628316666666,0.8617985333333333,0.0
