,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
0,261.1952210000002,523.8520390000001,317.017098,129.86541400000002,0.0
1,114.32630000000003,261.000122,144.22664799999998,73.30927099999995,0.0
2,117.33485099999999,239.66694700000002,170.16317600000002,72.78726900000001,0.0
3,139.68972799999997,336.368069,166.422322,84.969738,0.0
4,91.49182999999998,320.51775499999997,169.879615,65.2415,0.0
5,110.73323300000001,291.61701099999993,182.7320840000001,75.656404,0.0
6,127.91629400000001,194.68706199999997,146.85306699999998,69.22260200000001,0.0
7,140.62394999999998,385.7812699999999,134.36081700000003,61.68341499999999,0.0
8,142.86253399999998,308.406207,195.945368,66.383471,0.0
9,148.455214,230.65715399999996,180.07875599999997,73.370548,0.0
10,127.739403,240.43327999999997,154.4982090000001,75.778167,0.0
11,151.97446199999996,282.096484,152.226449,63.597663,0.0
12,133.27057,250.58185000000003,138.21769899999995,51.707912,0.0
