minutes,image_processing-0-0.0.1,model_training-0-0.0.1,dd-0-0.0.1
1090,4.770123590965685,16.60349203430545,0.19582116674380604
1091,4.8190600025899215,15.980208171802403,0.20089404868425229
1092,4.727425306345675,15.50221072651078,0.20833364540376698
1093,4.921574289158709,16.16492886422556,0.1872063073086035
1094,4.901278092096274,15.628301325544422,0.18409440576881866
1095,4.710340155275181,15.905523905896803,0.17913726979576824
1096,4.654232442247016,16.661341412012906,0.16781287205169362
1097,4.571452610136878,16.670285469553285,0.16615082624907213
1098,4.867181105244317,15.624912296979847,0.16060641188261726
1099,4.828016306103466,16.125489061064588,0.16692828820620018
1100,4.659376331033194,16.392543523106895,0.18212231363355116
1101,4.714163955928825,15.157024927329225,0.170926125546553
1102,4.681917970613953,16.001271508313657,0.1677458564439142
1103,4.661054927506872,15.76415924195037,0.15553873417054342
1104,4.537830802714288,17.235935034680807,0.15192300618655508
1105,4.364043291272249,16.719418867686407,0.15452055508163132
1106,4.780166267863977,16.26276970344062,0.16086194418406624
1107,4.791147483114865,16.955209848450092,0.1877892274988989
