minutes,image_processing-0-0.0.1,model_training-0-0.0.1,dd-0-0.0.1
1090,0.9429598833333332,3.0018537166666657,0.04930815
1091,0.9903433000000003,2.9406325499999997,0.06222755
1092,1.1008896000000001,2.825017133333333,0.05722483333333334
1093,0.8583405666666667,3.0862763,0.04964338333333333
1094,0.6043442166666667,3.3548284500000003,0.03575958333333333
1095,0.6937189833333333,3.2491848500000002,0.05136738333333334
1096,0.9071669166666667,3.049799483333333,0.03804348333333333
1097,0.9178580166666668,3.0309471,0.04543099999999999
1098,0.9561641333333332,2.9996125166666667,0.03895276666666667
1099,0.9106430166666667,3.0486746333333334,0.0356489
1100,0.6718076999999999,3.2469707,0.0461433
1101,1.2010488,2.736566616666667,0.05562641666666667
1102,1.2350388166666666,2.6891104,0.06847660000000001
1103,1.2953178666666665,2.6249969166666665,0.0720702
1104,0.56703765,3.3694778833333334,0.05728996666666667
1105,0.6419295,3.2846420666666676,0.06672901666666667
1106,0.9543592166666667,2.950773516666666,0.08672858333333333
1107,0.9733551500000002,2.4508790333333335,0.034581716666666665
