minutes,image_processing-0-0.0.1,dd-0-0.0.1,pyaes-0-0.0.1
1027,2.668720238512236,2.4876876494980165,2.7681889411776788
1028,3.1856608750630437,2.58384411810283,2.9532699481834985
1029,3.393364036460303,2.69993197162188,2.6837223744994585
1030,2.798481754004093,2.8731614670583934,2.882937092160054
1031,2.947328885606725,2.0244339436648593,3.107267413781113
1032,3.430727193744167,2.854204005843113,2.431728586000503
1033,3.167609261875401,3.6017633720789255,3.044196679554548
1034,2.688262790122332,2.2839461198669104,3.0590886898921075
1035,3.2074281405405785,2.2517448820834214,4.544123908860018
1036,2.8209476393837507,2.2863879164173784,2.928898268492622
1037,3.4288063049974236,2.9889869463699097,3.229797725429113
