minutes,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1027,2.938932645326142,7.140091671216541,10.726142276016647
1028,3.0525310646047803,8.52315291543578,11.443291739408508
1029,3.189676249411973,9.078857328126363,10.398852329048
1030,3.394328075124287,7.487265235023423,11.170766909486632
1031,2.391648729109367,7.885501868936353,12.039999103409198
1032,3.371931894619337,9.178821484834522,9.422430095758413
1033,4.255092055901274,8.474856293289667,11.795613447970823
1034,2.6982341666556517,7.192377260380939,11.853316814702941
1035,2.660191903206339,8.581390668759804,17.607511843301225
1036,2.7011188839540083,7.5473721277471135,11.348856673947033
1037,3.5311632933149033,9.173682196892672,12.514777951164426
