minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
820,1.5028465166666674,1.4457181000000001,1.285538183333333,1.3265113,0.0
822,1.1166666666666667,1.2333333333333334,1.4166666666666667,1.3333333333333333,0.0
823,1.1333333333333333,1.5,1.7,1.8666666666666667,0.0
824,1.25,1.05,1.6166666666666667,1.3,0.0
825,1.3,1.0333333333333334,1.8833333333333333,2.15,0.0
826,1.8666666666666667,1.25,2.2333333333333334,2.35,0.0
827,1.2666666666666666,1.25,1.85,1.75,0.0
828,0.9666666666666667,1.2166666666666666,1.3,2.1333333333333333,0.0
829,1.3166666666666667,1.05,1.5166666666666666,1.6833333333333333,0.0
830,1.5,1.1,1.7166666666666666,3.35,0.0
831,1.25,1.3,1.3333333333333333,2.7,0.0
832,1.4,1.5,2.6666666666666665,2.9,0.0
833,1.6833333333333333,1.8833333333333333,1.7833333333333334,3.2333333333333334,0.0
834,0.8666666666666667,0.8333333333333334,1.7833333333333334,2.2,0.0
835,0.0,0.0,0.35,0.11666666666666667,0.0
