minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
820,13.829650820079166,14.250109962247507,7.939529095068758,10.671553989072095,0.0
822,17.44528620322321,18.68450596837672,11.353353777906865,19.263838808324078,0.0
823,16.31218410141611,17.73893202133386,12.007193851662349,20.16992818076673,0.0
824,18.8821531164014,18.209849409444168,12.036701956013518,19.52339328866667,0.0
825,19.763396037665085,18.76415384454309,12.727631181335068,29.884935320992945,0.0
826,17.919562816194784,17.160460395422927,12.028751828569417,29.19498950714632,0.0
827,19.26910228770264,18.306911776023988,12.659652215304904,29.411899393287495,0.0
828,18.77244272115212,18.395241691113462,11.579270089457195,24.727078432733247,0.0
829,19.243456035275813,19.975583480707986,12.914066767815282,35.953746315828724,0.0
830,16.73444546645434,17.12127222661443,11.564284428351206,44.38606382079036,0.0
831,16.32819972117593,17.97188765131415,11.989160358048263,43.26578166349067,0.0
832,17.351466291312317,17.955440789657196,13.453296278347374,48.303626768868824,0.0
833,17.49734539323667,18.678424452206187,12.342851912208161,49.07863715932477,0.0
834,15.180654732166035,15.905992311684777,14.69008161079893,34.211348351078655,0.0
835,0.0,0.0,15.659576897420536,6.685891972419619,0.0
