,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
0,90.17079100000004,86.743086,77.13229099999998,79.590678,0.0
1,38.109500999999995,44.93876399999999,37.73229200000002,49.11546700000002,0.0
2,41.69089,55.297339,43.884080999999995,72.90699000000001,0.0
3,46.68562999999999,34.48221900000001,38.127395,48.259040000000006,0.0
4,48.26896200000001,37.290775,51.77641999999999,95.78097299999999,0.0
5,71.081603,47.847283999999995,62.82685999999999,107.07502000000004,0.0
6,44.584304,42.199931,49.579975,81.848757,0.0
7,34.816242,41.253732,32.918464,94.26605099999999,0.0
8,48.57941700000001,35.07423099999999,41.343352,79.286356,0.0
9,58.009035,37.88571799999999,50.235139000000025,165.28656000000004,0.0
10,46.436157,47.25154800000001,34.427136,132.446918,0.0
11,52.86073599999999,55.317457,81.058779,147.62630299999998,0.0
12,62.881022999999985,66.41704,51.94033999999999,164.57745100000002,0.0
13,30.930001000000004,28.634202,55.972947,107.99558899999998,0.0
14,0.0,0.0,18.710476000000003,5.509532,0.0
