,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
0,263.16962900000004,745.3803730000001,321.3288490000003,131.072477,0.0
1,115.52105100000001,377.37126000000006,147.60633699999997,74.66930099999996,0.0
2,119.85167799999999,330.266264,172.778892,73.979538,0.0
3,139.71989800000003,376.876612,167.33541800000003,84.98033400000001,0.0
4,91.61136600000002,398.74851800000005,170.682947,66.450593,0.0
5,113.208931,501.55867700000005,187.30806100000007,77.68189000000001,0.0
6,128.31126100000003,328.0101559999999,148.03469399999997,69.462238,0.0
7,143.622625,519.533383,135.48273100000003,62.392936,0.0
8,145.60681900000003,417.290356,199.806262,67.25949999999999,0.0
9,151.55009700000002,372.771705,183.599184,74.958806,0.0
10,129.96249899999998,414.1360889999999,156.858347,77.40311700000004,0.0
11,154.26008999999996,450.54198799999995,155.07675299999994,64.334851,0.0
12,135.83086399999996,372.2962340000001,141.09585500000003,54.07569899999999,0.0
