minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1215,15.926401361802968,57.65153583525355,49.28520706154052,3.109897369766942,0.0
1217,15.94408558812282,54.91334532384594,50.85179524760642,3.4807667519434897,0.0
1218,17.00257481822188,54.35552660030708,51.27965475126135,3.4760230985203506,0.0
1219,15.255674802682172,57.74263461724266,46.90550725790667,3.3118069813034263,0.0
1220,14.80907313813152,54.586376910791344,46.53678401396724,3.2004056053467056,0.0
1221,14.173683076324217,49.90211686596113,44.181120466653745,3.049535227827636,0.0
1222,16.34475009133192,57.97820444959517,50.18450589436503,3.4202107813042746,0.0
1223,15.281335813859544,52.77825257141331,47.62925034630187,3.042219642781879,0.0
1224,15.051514685746833,51.19961160257799,45.5883613329463,3.0347592872821587,0.0
1225,15.367143253234376,52.52511520354426,47.53554108593357,3.2377935906348587,0.0
1226,15.36745146713665,56.85662516921828,48.60377770358071,3.3066091703447777,0.0
1227,15.08545630283087,57.63921793420028,47.277360908345386,3.0494137769118774,0.0
1228,,,,,
