minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cp
1215,4.386160483333334,12.423006216666668,5.355480816666671,2.184541283333333,0.0
1217,2.75,7.066666666666666,3.45,2.3333333333333335,0.0
1218,2.8333333333333335,6.216666666666667,4.05,2.25,0.0
1219,3.4166666666666665,7.05,3.85,2.566666666666667,0.0
1220,2.2333333333333334,7.533333333333333,3.95,2.033333333333333,0.0
1221,2.75,9.383333333333333,4.183333333333334,2.433333333333333,0.0
1222,3.1333333333333333,6.166666666666667,3.4166666666666665,2.15,0.0
1223,3.4,9.783333333333333,3.066666666666667,2.0166666666666666,0.0
1224,3.566666666666667,7.766666666666667,4.566666666666666,1.95,0.0
1225,3.65,7.033333333333333,4.283333333333333,2.3666666666666667,0.0
1226,3.0833333333333335,7.716666666666667,3.6,2.3,0.0
1227,3.816666666666667,8.416666666666666,3.5166666666666666,1.8833333333333333,0.0
1228,3.25,6.983333333333333,3.2,1.5833333333333333,0.0
