timestamp,sensor,target,power,socket,formula,predict,ratio,scope
1677612602074,sensor,global,0.02518399452304448,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.02518399452304448,1.0,cpu
1677612603074,sensor,global,0.026439787400497287,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.026439787400497287,1.0,cpu
1677612604074,sensor,global,0.03320187408941015,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.03320187408941015,1.0,cpu
1677612605075,sensor,global,0.051448901539011105,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.051448901539011105,1.0,cpu
1677612606075,sensor,global,0.022377916160881174,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.022377916160881174,1.0,cpu
1677612607076,sensor,global,0.027442809714406928,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.027442809714406928,1.0,cpu
1677612608076,sensor,global,0.0217803291613792,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.0217803291613792,1.0,cpu
1677612609076,sensor,global,0.02249136489987764,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.02249136489987764,1.0,cpu
1677612610077,sensor,global,0.023689722236632536,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.023689722236632536,1.0,cpu
1677612611077,sensor,global,0.03846528600353211,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.03846528600353211,1.0,cpu
1677612612078,sensor,global,0.023047229855665093,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.023047229855665093,1.0,cpu
1677612613078,sensor,global,0.026648329888479448,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.026648329888479448,1.0,cpu
1677612614078,sensor,global,0.040602524785044614,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.040602524785044614,1.0,cpu
1677612615079,sensor,global,0.05440222620480325,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.05440222620480325,1.0,cpu
1677612616079,sensor,global,0.025124797986994983,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.025124797986994983,1.0,cpu
1677612617079,sensor,global,0.026933137021303406,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.026933137021303406,1.0,cpu
1677612618080,sensor,global,0.022074212193322878,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.022074212193322878,1.0,cpu
1677612619080,sensor,global,0.02438382532751956,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.02438382532751956,1.0,cpu
1677612620081,sensor,global,0.022057889121025475,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.022057889121025475,1.0,cpu
1677612621081,sensor,global,0.02388871471136186,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.02388871471136186,1.0,cpu
1677612622082,sensor,global,0.02433878448487321,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.02433878448487321,1.0,cpu
1677612623082,sensor,global,0.023493845369063716,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.023493845369063716,1.0,cpu
1677612624083,sensor,global,0.03912701387218612,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.03912701387218612,1.0,cpu
1677612625083,sensor,global,0.04637120690389112,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.04637120690389112,1.0,cpu
1677612626084,sensor,global,0.04192496456349594,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.04192496456349594,1.0,cpu
1677612627084,sensor,global,0.022549206824118227,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.022549206824118227,1.0,cpu
1677612628085,sensor,global,0.021487258896520874,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.021487258896520874,1.0,cpu
1677612629085,sensor,global,0.022449710586753567,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.022449710586753567,1.0,cpu
1677612630085,sensor,global,0.025496774389722494,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.025496774389722494,1.0,cpu
1677612631086,sensor,global,0.022436367660435774,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.022436367660435774,1.0,cpu
1677612632086,sensor,global,0.0267268973733964,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.0267268973733964,1.0,cpu
1677612633086,sensor,global,0.02241896089869124,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.02241896089869124,1.0,cpu
1677612634087,sensor,global,0.03964671069267559,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.03964671069267559,1.0,cpu
1677612635087,sensor,global,0.04588395303622511,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.04588395303622511,1.0,cpu
1677612636087,sensor,global,0.023631473928849275,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.023631473928849275,1.0,cpu
1677612637088,sensor,global,0.021780871006102768,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.021780871006102768,1.0,cpu
1677612638088,sensor,global,0.023841235567459457,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.023841235567459457,1.0,cpu
1677612639089,sensor,global,0.02390734062373441,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.02390734062373441,1.0,cpu
1677612640089,sensor,global,0.02124430926859232,0,bc76fd574e1516d03da161c3aa6c1a3336c44cc6,0.02124430926859232,1.0,cpu
