minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,model_training-0-0.0.1,pyaes-0-0.0.1
1271,1.0353868666666668,4.4465674,1.5396105833333336,0.8542374166666667
1272,0.8515314166666667,3.2560305333333335,3.114584116666666,0.6643579499999999
1273,1.1645744666666666,5.758745183333334,3.1532942333333325,0.7117543666666667
1274,1.0399463833333333,4.162900166666667,1.9405304166666666,0.59165875
1275,1.4551716166666655,4.620152033333334,3.399443883333333,0.6600720333333332
1276,0.7954464833333336,5.026173683333334,2.49439295,0.7332259666666665
1277,1.0043368166666666,4.0013379833333325,1.6446186666666665,0.6773883166666667
1278,1.1388546,5.175592783333334,1.8384455166666664,1.0551730166666664
1279,0.8367610666666666,5.565810449999999,2.7607357500000003,0.8105288333333334
1280,1.2735816500000001,4.393062016666665,3.6301749166666664,0.9559722833333335
1281,0.6549338166666666,3.725996483333333,0.8969375833333333,0.8631068833333333
