minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,dd-0-0.0.1,cp
1114,5.669998640560402,4.774576983104177,4.475940023538462,
1116,8.640910670991572,8.485772300220159,4.786027375597308,
1117,9.21251625660597,9.638211216383377,4.731362589818898,
1118,6.90444135192654,8.098019438797657,3.8172208985559752,
1119,10.36590730185903,7.053169406593532,4.921739343068171,
1120,8.376791304400486,6.218441718066677,3.9852237531704615,
1121,8.775280472318181,10.576265415739933,5.215938025798011,
1122,6.267820722413878,5.8059082698659275,4.648536599837029,
1123,7.322645999340849,7.584116228475721,5.021203233100012,
1124,6.547838672833265,7.865282890263194,4.505260109104082,
1125,7.484659183787154,8.285078181827233,4.304100230269535,
1126,6.309664656422978,7.060971711858658,4.595213673703887,
1127,,,,
