minute,perf_rapl,ipmi,x_rest
1116,98.33947368421053,249.68421052631578,151.34473684210528
1117,86.46833333333333,232.2,145.73166666666665
1118,87.44616666666666,232.45,145.00383333333332
1119,91.271,238.76666666666668,147.49566666666666
1120,93.72683333333333,240.41666666666666,146.68983333333333
1121,90.7755,237.55,146.7745
1122,87.95483333333333,234.25,146.29516666666666
1123,97.39813559322033,244.66101694915255,147.2628813559322
1124,92.93183333333333,239.7,146.76816666666667
1125,92.78283333333334,239.91666666666666,147.13383333333334
1126,91.67316666666667,238.15,146.47683333333333
1127,96.17383333333333,243.71666666666667,147.54283333333333
1128,89.76818181818182,236.1818181818182,146.41363636363636
