minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1385,1.1333333333333333,4.733333333333333,1.3333333333333333,1.2833333333333334
1386,1.1166666666666667,4.666666666666667,0.8833333333333333,1.5166666666666666
1387,1.3333333333333333,4.35,1.8,1.0166666666666666
1388,1.25,3.0,1.5666666666666667,1.6666666666666667
1389,1.4166666666666667,5.35,6.716666666666667,1.0333333333333334
1390,1.25,2.783333333333333,1.15,1.15
1391,0.5833333333333334,3.716666666666667,1.0,1.15
1392,1.4166666666666667,3.6666666666666665,0.8166666666666667,1.0333333333333334
1393,1.2333333333333334,4.116666666666666,1.1333333333333333,1.0166666666666666
1394,1.4166666666666667,5.516666666666667,7.1,1.5
1395,1.15,5.083333333333333,1.25,1.1166666666666667
1396,1.25,4.1,1.3333333333333333,1.6333333333333333
1397,1.3666666666666667,4.783333333333333,1.1333333333333333,1.0833333333333333
1398,1.1666666666666667,4.333333333333333,1.0166666666666666,0.9666666666666667
1399,1.3166666666666667,4.716666666666667,7.033333333333333,1.55
1400,1.45,4.933333333333334,1.35,1.3166666666666667
1401,1.3833333333333333,4.666666666666667,1.4166666666666667,1.4833333333333334
1402,1.2333333333333334,4.066666666666666,0.8,1.6
1403,1.0833333333333333,3.9166666666666665,1.6666666666666667,1.2
1404,1.35,4.933333333333334,7.083333333333333,1.4333333333333333
1405,1.05,3.5833333333333335,0.9166666666666666,1.4666666666666666
1406,1.1166666666666667,5.533333333333333,1.1833333333333333,0.7166666666666667
1407,1.35,3.8833333333333333,1.4,1.1333333333333333
1408,1.3666666666666667,5.716666666666667,1.2,1.7333333333333334
1409,1.1,4.433333333333334,6.866666666666666,1.4
1410,1.3,3.4833333333333334,0.9166666666666666,1.1833333333333333
