,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
0,44.359913,252.41687900000008,45.727222000000005,45.265784000000004
1,39.28006299999999,248.835507,31.655364999999993,52.84305799999999
2,51.052276000000006,230.69673699999998,65.40081899999998,35.869775
3,43.795610999999994,157.38597299999998,55.575682,58.845312
4,54.165861,285.49307899999997,257.96369000000004,37.771143
5,43.49632299999999,146.89874899999998,40.60033700000001,42.5715
6,19.916752000000006,196.02323599999994,36.634563,38.469165000000004
7,48.10515699999999,193.23462399999997,30.852750000000007,34.585936
8,42.474046000000016,217.23752900000005,37.170073,40.575269000000006
9,53.373589999999986,295.100551,271.862683,55.95404800000002
10,42.90662299999999,272.91587200000004,42.088742,41.313950999999996
11,43.558569000000006,211.717266,47.612092000000004,57.47001399999999
12,48.9735,252.86157099999997,40.12201100000001,37.55053600000001
13,40.59311100000001,224.038571,33.86694299999999,36.167280999999996
14,50.56844499999999,253.735262,274.88073699999995,58.75700299999999
15,50.955056,263.67923099999996,49.050012,45.367404000000015
16,48.384197999999984,249.00888799999998,50.42625100000001,53.49085599999998
17,44.923238,218.953221,27.797332,56.018207000000004
18,39.642987999999995,212.43392499999993,56.17153500000001,42.752522000000006
19,51.181504,264.99095499999993,280.23169599999994,54.059802
20,37.00942800000001,190.10390299999997,31.657574000000007,52.255334
21,38.746576000000005,291.514014,41.94951600000001,26.784524999999995
22,52.034511,206.69256399999998,50.39548600000002,43.21646000000001
23,49.74217999999999,306.16192,45.090982999999994,64.09956100000001
24,39.106010000000005,234.692884,268.0515289999999,53.265036
25,45.28317500000001,183.53176000000005,30.990125000000003,41.143119999999996
