minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1385,0.7393318833333333,4.206947983333334,0.7621203666666667,0.7544297333333334
1386,0.6546677166666666,4.14725845,0.5275894166666666,0.8807176333333332
1387,0.8508712666666668,3.8449456166666662,1.0900136499999997,0.5978295833333332
1388,0.7299268499999999,2.6230995499999996,0.9262613666666667,0.9807552
1389,0.90276435,4.758217983333333,4.299394833333334,0.6295190500000001
1390,0.7249387166666665,2.448312483333333,0.6766722833333335,0.709525
1391,0.33194586666666676,3.267053933333332,0.61057605,0.64115275
1392,0.8017526166666665,3.220577066666666,0.5142125000000001,0.5764322666666666
1393,0.7079007666666669,3.6206254833333342,0.6195012166666667,0.6762544833333334
1394,0.8895598333333331,4.918342516666667,4.531044716666667,0.932567466666667
1395,0.7151103833333331,4.548597866666667,0.7014790333333334,0.6885658499999999
1396,0.72597615,3.5286211,0.7935348666666667,0.9578335666666665
1397,0.816225,4.214359516666666,0.6687001833333335,0.6258422666666668
1398,0.6765518500000002,3.733976183333333,0.5644490499999999,0.6027880166666666
1399,0.8428074166666665,4.228921033333333,4.581345616666666,0.9792833833333332
1400,0.8492509333333333,4.394653849999999,0.8175002,0.7561234000000002
1401,0.8064032999999997,4.150148133333333,0.8404375166666668,0.8915142666666663
1402,0.7487206333333333,3.6492203500000002,0.4632888666666667,0.9336367833333334
1403,0.6607164666666666,3.5405654166666656,0.9361922500000002,0.7125420333333334
1404,0.8530250666666667,4.416515916666666,4.670528266666666,0.9009967
1405,0.6168238000000001,3.168398383333333,0.5276262333333335,0.8709222333333333
1406,0.6457762666666668,4.8585669,0.6991586000000002,0.4464087499999999
1407,0.86724185,3.4448760666666662,0.839924766666667,0.7202743333333336
1408,0.8290363333333332,5.102698666666667,0.7515163833333333,1.0683260166666668
1409,0.6517668333333334,3.9115480666666667,4.467525483333332,0.8877506000000001
1410,0.7547195833333334,3.0588626666666676,0.5165020833333334,0.6857186666666666
