minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1073,1.8,0.6833333333333333,1.2333333333333334
1074,1.95,0.5333333333333333,0.9
1075,1.6666666666666667,0.5333333333333333,1.0166666666666666
1076,2.033333333333333,0.43333333333333335,0.9833333333333333
1077,2.2,0.6666666666666666,1.0333333333333334
1078,2.0,0.48333333333333334,0.9
1079,2.0166666666666666,0.7,1.0833333333333333
1080,1.95,0.75,1.2
1081,1.8166666666666667,0.75,1.25
1082,1.3333333333333333,0.6833333333333333,1.3
1083,1.4833333333333334,0.5833333333333334,0.9666666666666667
