minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1073,3.139388791254251,0.7597234318161683,0.5845556143355979
1074,3.217267400190873,0.7438777830818559,0.6239419548338357
1075,3.3220639062567567,0.7220690870193275,0.6378587125797752
1076,3.4446297794387357,0.7317742723224004,0.6415532522026326
1077,3.4104635503487324,0.7588914858611704,0.6342673293714132
1078,3.305541057527114,0.7131952268545674,0.6697870797459721
1079,3.369634989562339,0.7384242197715218,0.6653392663021146
1080,3.2094202164835473,0.6974251841968353,0.6924744902851411
1081,3.2106801252530976,0.7453637434675978,0.6587979428929789
1082,3.3337621319947153,0.7162372605427153,0.6709523302061654
1083,3.484192437554925,0.788210304235234,0.6187637446423198
