minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1021,16.913747212302205,,3.636834510780535,11.737776692742868,5.602423017919381
1023,22.04038624667718,,4.701122864149251,13.37567151887832,10.250362848023622
1024,27.684669535046726,,4.3174818778176025,15.960225413357955,9.759427392755693
1025,22.3057047301733,,3.750837131073359,14.90078230693486,8.55194738957861
1026,34.13952535623475,,6.572105418011166,16.753830462494093,10.59286542222025
1027,17.164476951964925,,4.170503672511091,10.531848711904116,6.8679271996065205
1028,25.57494076530788,,3.6819605916041893,12.726398356403319,7.4271237801945995
1029,21.137476671576977,,2.9691127554097405,13.138705012697057,8.059498999394647
1030,12.85897146822864,,2.7626715645666056,9.879998625762026,5.351761770429637
1031,19.45770059489325,,4.028533212681961,10.952804110016666,7.067379212266053
1032,22.163989257481,,3.0289105921739705,10.736632203657809,4.976534087521036
1033,,,,,
