,0
0,169.41066258765215
1,66.47056829873516
2,78.91011514921846
3,82.51335919633993
4,104.82415753094641
5,119.14508969619932
6,121.86425632322721
7,126.01455663939294
8,142.74771635067697
9,151.30244411220718
10,160.1589240784537
11,173.40441184055757
12,183.27601618467213
13,209.93203007607306
14,236.68834729766948
15,251.07034460619911
16,253.03915545695284
17,255.29647069985683
18,296.01599331882437
19,307.370504639563
20,340.9753243522617
21,443.7915106098618
22,813.3485362351437
23,873.6082938094228
24,892.5393391995156
25,912.5231774293306
26,985.0893372614024
27,1114.5970304167574
28,1136.5032087225989
29,42721.30429901577
30,1076.4816727866498
31,1277.4908503843842
32,1448.794398548868
33,37959.75693378302
34,40814.359880313365
35,52348.82415013114
36,53866.186351704084
37,56602.99909336221
38,61413.89190928735
39,65160.26961451567
40,74346.36150471709
41,78081.22932230668
42,1375.4302172940952
43,80686.87091547792
