minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1,cnn_image_classification-0-0.0.1,cp
1021,5.3029747685573865,2.0761013766719487,3.0429660044873805,4.277818201283854,
1023,6.042954337423875,3.798497962774697,3.9334638450332755,5.574445701824372,
1024,7.210622154692555,3.6165710052281503,3.6124686290357606,7.0019955806961285,
1025,6.731979545521321,3.1691126664198137,3.1383528297457817,5.641549946885525,
1026,7.569162588876369,3.9254198434554213,5.498928616530092,8.634555141386327,
1027,4.758152199302077,2.545061854197708,3.4894908908894378,4.341232667071318,
1028,5.749621171473023,2.752284476815789,3.0807233259863613,6.4684038214201784,
1029,5.935895953526576,2.9866250574815485,2.484278333649729,5.3460821720875815,
1030,4.4636548127714,1.983213324604608,2.311547481091159,3.252285936765565,
1031,4.948334370365108,2.6189731951903465,3.370703169968706,4.921233876513419,
1032,4.850670716071811,1.844164433337329,2.534311620530408,5.605707326035326,
1033,,,,,
