,mc_c_0_0,mc_c_0_2,mc_c_0_4,mc_c_0_6,mc_c_0_8,mc_c_1_0
0,17462.40000000001,8961.37000000001,8242.930000000008,5101.139999999999,3118.5000000000146,45.80000000000291
