minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1021,1000.0,1000.0,1000.0,1000.0,1000.0
1023,43.51401128873047,1000.0,0.29993580730599456,130.5162226731777,148.57375421147222
1024,92.19028774155113,1000.0,20.645911890006673,179.91573080863813,75.52366172315911
1025,65.89001922784234,1000.0,28.733413330557923,157.88810028296808,59.14196384923406
1026,177.09238346542793,1000.0,92.12509366880282,150.57861986303973,108.87128424611232
1027,24.51040874972565,1000.0,22.059697054002932,99.45711122781614,67.80802153675309
1028,120.32868979128256,1000.0,4.129008581926536,122.32258713134532,62.584247382822575
1029,70.06074139920484,1000.0,2.1629586613282923,139.04941400492527,87.70693457081381
1030,6.995515809844688,1000.0,25.77999757906695,69.12378295081646,4.347929250366349
1031,75.17830474346033,1000.0,32.72403163427364,87.6623177955965,45.70614385542051
1032,61.175387626237054,1000.0,17.433774132916156,114.51005857899324,6.327848003935463
1033,1000.0,1000.0,1000.0,1000.0,1000.0
1034,1000.0,1000.0,1000.0,1000.0,1000.0
