minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1021,,,,,
1023,4.804957256500294,,3.5386746904824595,7.384586238808841,12.579341675153232
1024,6.897834987990437,,5.375403198895056,9.09443347120879,7.948199352297935
1025,6.356159133002837,,6.452021190071584,8.28996941113252,7.31631276337155
1026,11.405672839448735,,8.813994961010836,7.0270100653915,9.836533461721837
1027,4.663767564711611,,5.60370501845587,6.860199095768376,8.511346234440545
1028,9.466488068839562,,4.676673240895455,7.2006411792666345,7.959943528654705
1029,6.95326718428011,,5.126651565469976,7.988701929663,9.380867572944902
1030,4.485979918614244,,7.0588031511687905,5.387783978144989,4.319038016220722
1031,7.748234408576255,,6.51696369024504,5.982971711302062,6.981203082047534
1032,6.05102416738824,,3.6167020672429997,7.644512842714823,5.161484450144273
1033,4.8027258958116095,,4.636501881981542,6.607275960302444,11.373197147247986
1034,,,,,
