,mc_c_0_0,mc_c_0_2,mc_c_0_4,mc_c_0_6,mc_c_0_8,mc_c_1_0
0,4807.600000000006,1949.6300000000047,2105.070000000007,1221.8600000000151,659.5,98.20000000001164
