minutes,cnn_image_classification-0-0.0.1,cp,dd-0-0.0.1,image_processing-0-0.0.1,pyaes-0-0.0.1
1021,169.41066258765215,1000.0,119.14508969619932,985.0893372614024,42721.30429901577
1023,251.07034460619911,1000.0,183.27601618467213,1136.5032087225989,78081.22932230668
1024,340.9753243522617,1000.0,160.1589240784537,1375.4302172940952,74346.36150471709
1025,255.29647069985683,1000.0,126.01455663939294,1277.4908503843842,65160.26961451567
1026,443.7915106098618,1000.0,296.01599331882437,1448.794398548868,80686.87091547792
1027,173.40441184055757,1000.0,151.30244411220718,873.6082938094228,52348.82415013114
1028,307.370504639563,1000.0,121.86425632322721,1076.4816727866498,56602.99909336221
1029,236.68834729766948,1000.0,78.91011514921846,1114.5970304167574,61413.89190928735
1030,104.82415753094641,1000.0,66.47056829873516,813.3485362351437,40814.359880313365
1031,209.93203007607306,1000.0,142.74771635067697,912.5231774293306,53866.186351704084
1032,253.03915545695284,1000.0,82.51335919633993,892.5393391995156,37959.75693378302
1033,1000.0,1000.0,1000.0,1000.0,1000.0
