seconds,VDD_GPU_SOC_current,VDD_CPU_CV_current,VIN_SYS_5V0_current,VDDQ_VDD2_1V8AO_current,tegra,load_avg_1minute,cpu_pct,cpu_pct_process
4687,4.755,0.792,5.132,0.704,11.383,4.64,,0.0
4688,4.755,0.792,5.132,0.704,11.383,4.64,,0.0
4689,4.755,0.792,5.132,0.704,11.383,4.64,,0.0
4690,4.755,0.792,5.132,0.704,11.383,4.64,1.0,0.0
4692,4.757,0.792,5.132,0.704,11.38372121452526,4.585,,0.0
4693,4.757,0.792,5.032,0.704,11.350155927743039,4.529999999999999,,0.0
4694,4.757,0.792,5.241,0.805,11.430201223740273,4.475,,0.0
4695,4.755,0.792,5.132,0.704,11.415174601764253,4.42,3.0,0.0
4696,4.757,0.792,5.032,0.704,11.374480049256018,4.42,3.0,0.0
4697,4.755,0.792,5.032,0.704,11.346238274236118,4.3525,,0.0
4698,4.755,0.792,5.132,0.704,11.357489260730077,4.285,,0.0
4699,4.755,0.792,5.132,0.704,11.365249899744516,4.2175,,0.0
4700,4.755,0.792,5.032,0.704,11.340333517458904,4.15,0.0,0.0
4701,4.755,0.792,4.83,0.704,11.262002201160833,4.15,0.0,0.0
4702,4.755,0.792,4.73,0.704,11.177299409097198,4.0875,,0.0
4703,4.755,0.792,4.73,0.704,11.118213225664874,4.025,,0.0
4704,4.755,0.792,4.73,0.704,11.076953274729481,3.9625,,0.0
4705,4.755,0.792,4.73,0.704,11.048120340368255,3.9,0.0,0.0
4706,4.755,0.792,4.73,0.704,11.027961259132374,3.9,0.0,0.0
4707,4.755,0.792,4.73,0.704,11.01386163097982,3.84,,0.0
4708,4.757,0.792,4.73,0.704,11.004597967504953,3.7800000000000002,,0.0
4709,4.755,0.792,4.73,0.704,10.997515808255937,3.72,,0.0
4710,4.755,0.792,4.73,0.704,10.992559709356971,3.66,0.0,0.0
4711,4.755,0.792,4.73,0.704,10.989091132035567,3.66,0.0,0.0
4713,4.755,0.792,4.73,0.704,10.986663466858337,3.5900000000000003,,0.0
4714,4.755,0.792,4.73,0.704,10.984964267288811,3.52,,0.0
4715,4.755,0.792,4.73,0.704,10.98377490894662,3.45,0.0,0.0
4716,4.755,0.792,4.73,0.704,10.982942397968252,3.45,0.0,0.0
4717,4.755,0.792,4.73,0.704,10.982359659814158,3.4000000000000004,,0.0
4718,4.755,0.792,4.73,0.704,10.981951752675952,3.35,,0.0
4719,4.755,0.792,4.73,0.704,10.981666222368203,3.3,,0.0
4720,4.755,0.792,4.83,0.704,11.011466684782295,3.25,0.0,0.0
4721,4.755,0.792,4.73,0.704,11.002326608685735,3.25,0.0,0.0
4722,4.755,0.792,4.73,0.704,10.995928591455892,3.205,,0.0
4723,4.755,0.792,4.73,0.704,10.991449997053373,3.16,,0.0
4724,4.755,0.792,4.73,0.704,10.988314989624165,3.1149999999999998,,0.0
4725,4.755,0.792,4.83,0.704,11.016120544349906,3.07,0.0,0.0
4726,4.755,0.792,4.73,0.704,11.005584367354773,3.07,0.0,0.0
4727,4.755,0.792,4.73,0.704,10.998209050440169,3.03,,0.0
4728,4.755,0.792,4.73,0.704,10.993046332021116,2.99,,0.0
4729,4.755,0.792,4.73,0.704,10.989432430804152,2.95,,0.0
4730,4.755,0.792,4.83,0.704,11.016902710132905,2.91,0.0,0.0
4731,4.755,0.792,4.73,0.704,11.00613189474089,2.91,0.0,0.0
4733,4.755,0.792,4.73,0.704,10.99859232516607,2.856666666666667,,0.0
4734,4.755,0.792,4.73,0.704,10.9933146270515,2.8033333333333332,,0.0
4735,4.755,0.792,4.73,0.704,10.989620238659324,2.75,0.0,0.0
4736,4.755,0.792,4.83,0.704,11.017034168498931,2.75,0.0,0.0
4737,4.755,0.792,4.73,0.704,11.00622391755248,2.715,,0.0
4738,4.755,0.792,4.73,0.704,10.998656742092319,2.6799999999999997,,0.0
4739,4.755,0.792,4.73,0.704,10.993359719369359,2.645,,0.0
4740,4.755,0.792,4.73,0.704,10.989651803511872,2.61,0.0,0.0
4741,4.755,0.792,4.83,0.704,11.017056262699812,2.61,0.0,0.0
4742,4.755,0.792,4.83,0.704,11.036239384008205,2.6399999999999997,,0.0
4743,4.755,0.792,4.73,0.704,11.019667568734185,2.67,,0.0
4744,4.755,0.792,4.73,0.704,11.008067298078865,2.7,,0.0
4745,4.755,0.792,4.83,0.704,11.029947108701501,2.73,0.0,0.0
4746,4.755,0.792,4.83,0.704,11.045262976113735,2.73,0.0,0.0
4747,4.755,0.792,4.73,0.704,11.025984083259626,2.735,,0.0
4748,5.152,1.584,5.241,0.905,11.582788858685838,2.74,,0.0
4749,5.152,2.773,5.342,1.006,12.389852201490093,2.745,,0.0
4750,5.152,2.773,5.644,1.207,13.105696541297633,2.75,5.0,0.0
4751,5.152,4.357,5.745,1.308,14.142587579166456,2.75,5.0,0.0
4752,5.548,6.338,6.048,1.408,15.70241130568832,2.775,,0.0
4753,5.548,4.753,5.846,1.408,16.258187914049614,2.8,,0.0
