timestamp,sensor,target,socket,cpu,RAPL_ENERGY_PKG,time_enabled,time_running
1693266318890,sensor,all,0,21,240123904,1811782,1811782
1693266319890,sensor,all,0,21,94065917952,984212246,984212246
1693266320891,sensor,all,0,21,88513445888,1984420259,1984420259
1693266321891,sensor,all,0,21,87309156352,2984781871,2984781871
1693266322891,sensor,all,0,21,88614895616,3985011177,3985011177
1693266323892,sensor,all,0,21,87289757696,4985311677,4985311677
1693266324892,sensor,all,0,21,85126545408,5985649206,5985649206
1693266325892,sensor,all,0,21,87199580160,6985755783,6985755783
1693266326893,sensor,all,0,21,88454463488,7986348189,7986348189
1693266327893,sensor,all,0,21,86440673280,8986603519,8986603519
1693266328893,sensor,all,0,21,87024992256,9986768667,9986768667
1693266329894,sensor,all,0,21,84465156096,10987135321,10987135321
1693266330894,sensor,all,0,21,87798317056,11987537683,11987537683
1693266331894,sensor,all,0,21,86988816384,12987810997,12987810997
1693266332895,sensor,all,0,21,85086961664,13988117603,13988117603
1693266333895,sensor,all,0,21,85756215296,14988441933,14988441933
1693266334895,sensor,all,0,21,86642524160,15988792297,15988792297
1693266335896,sensor,all,0,21,84996259840,16989082114,16989082114
1693266336896,sensor,all,0,21,86466363392,17989410134,17989410134
1693266337896,sensor,all,0,21,86413148160,18989566292,18989566292
1693266338896,sensor,all,0,21,84612481024,19989985154,19989985154
1693266339897,sensor,all,0,21,87026565120,20990316643,20990316643
1693266340897,sensor,all,0,21,86940844032,21990558218,21990558218
1693266341897,sensor,all,0,21,84980531200,22990904870,22990904870
1693266342898,sensor,all,0,21,87463297024,23991133801,23991133801
1693266343898,sensor,all,0,21,85458944000,24991421214,24991421214
1693266344898,sensor,all,0,21,86578036736,25991832594,25991832594
1693266345899,sensor,all,0,21,85902753792,26992131432,26992131432
1693266346899,sensor,all,0,21,84688240640,27992436467,27992436467
1693266347899,sensor,all,0,21,85808119808,28992781004,28992781004
1693266348900,sensor,all,0,21,88145657856,29993003598,29993003598
1693266349900,sensor,all,0,21,84200652800,30993335734,30993335734
1693266350900,sensor,all,0,21,88574001152,31993637960,31993637960
1693266351901,sensor,all,0,21,87569727488,32993942434,32993942434
1693266352901,sensor,all,0,21,85966979072,33994258554,33994258554
1693266353901,sensor,all,0,21,86332145664,34994559322,34994559322
1693266354902,sensor,all,0,21,87093936128,35994796028,35994796028
1693266355902,sensor,all,0,21,84812234752,36995233702,36995233702
1693266356902,sensor,all,0,21,86271590400,37995511469,37995511469
1693266357902,sensor,all,0,21,86409216000,38995812038,38995812038
1693266358903,sensor,all,0,21,85174517760,39996123878,39996123878
1693266359903,sensor,all,0,21,86322184192,40996449682,40996449682
1693266360903,sensor,all,0,21,85164818432,41996294309,41996294309
1693266361904,sensor,all,0,21,86232268800,42997012684,42997012684
1693266362904,sensor,all,0,21,87007428608,43997334819,43997334819
1693266363904,sensor,all,0,21,84594130944,44997631482,44997631482
1693266364905,sensor,all,0,21,86574628864,45997914428,45997914428
1693266365905,sensor,all,0,21,87146889216,46998162795,46998162795
1693266366905,sensor,all,0,21,85404680192,47998475975,47998475975
1693266367906,sensor,all,0,21,86827335680,48998942999,48998942999
1693266368906,sensor,all,0,21,86336864256,49999265529,49999265529
1693266369906,sensor,all,0,21,84542750720,50999535263,50999535263
1693266370907,sensor,all,0,21,86661660672,51999827573,51999827573
1693266371907,sensor,all,0,21,86833364992,53000162375,53000162375
1693266372907,sensor,all,0,21,86828908544,54000422891,54000422891
1693266373907,sensor,all,0,21,85828829184,55000742521,55000742521
1693266374908,sensor,all,0,21,84971356160,56000928445,56000928445
1693266375908,sensor,all,0,21,86951854080,57001317355,57001317355
1693266376908,sensor,all,0,21,86533996544,58001659714,58001659714
1693266377909,sensor,all,0,21,84500021248,59001874803,59001874803
1693266378909,sensor,all,0,21,88301109248,60002230292,60002230292
1693266379909,sensor,all,0,21,86654320640,61002423665,61002423665
1693266380910,sensor,all,0,21,97378369536,62002538932,62002538932
1693266381910,sensor,all,0,21,113108320256,63003066256,63003066256
1693266382910,sensor,all,0,21,107663851520,64003396143,64003396143
1693266383911,sensor,all,0,21,108492488704,65003700896,65003700896
1693266384911,sensor,all,0,21,111623012352,66003688912,66003688912
1693266385911,sensor,all,0,21,114524422144,67004097034,67004097034
1693266386913,sensor,all,0,21,205361512448,68004923245,68004923245
1693266387914,sensor,all,0,21,269447593984,69005996014,69005996014
1693266388916,sensor,all,0,21,330363305984,70007474305,70007474305
1693266389917,sensor,all,0,21,360485224448,71009115060,71009115060
1693266390922,sensor,all,0,21,392248688640,72013641752,72013641752
1693266391923,sensor,all,0,21,428902449152,73014756799,73014756799
1693266392926,sensor,all,0,21,462653751296,74017970804,74017970804
1693266393928,sensor,all,0,21,460076613632,75021503651,75021503651
1693266394929,sensor,all,0,21,548740530176,76023692350,76023692350
1693266395932,sensor,all,0,21,501902999552,77023815731,77023815731
1693266396934,sensor,all,0,21,542351556608,78026380598,78026380598
1693266397936,sensor,all,0,21,531005702144,79028602036,79028602036
1693266398938,sensor,all,0,21,465457643520,80030367564,80030367564
1693266399941,sensor,all,0,21,433383800832,81033418413,81033418413
1693266400943,sensor,all,0,21,419394486272,82035239780,82035239780
1693266401946,sensor,all,0,21,356872880128,83037861775,83037861775
1693266402948,sensor,all,0,21,361610084352,84040298606,84040298606
1693266403951,sensor,all,0,21,514585264128,85042956422,85042956422
1693266404954,sensor,all,0,21,570291388416,86045192809,86045192809
1693266405956,sensor,all,0,21,501730770944,87050327824,87050327824
1693266406959,sensor,all,0,21,482809217024,88050410716,88050410716
1693266407961,sensor,all,0,21,459314823168,89053217917,89053217917
1693266408964,sensor,all,0,21,381918117888,90055852890,90055852890
1693266409966,sensor,all,0,21,407031513088,91058239211,91058239211
1693266410969,sensor,all,0,21,450045935616,92063109175,92063109175
1693266411971,sensor,all,0,21,410341605376,93065314783,93065314783
1693266412973,sensor,all,0,21,457835544576,94067390533,94067390533
1693266413976,sensor,all,0,21,519384596480,95069647077,95069647077
1693266414978,sensor,all,0,21,362086662144,96069937452,96069937452
1693266415980,sensor,all,0,21,305982603264,97072387343,97072387343
1693266416983,sensor,all,0,21,336544137216,98074593132,98074593132
1693266417985,sensor,all,0,21,359211466752,99076912965,99076912965
1693266418988,sensor,all,0,21,447492390912,100081443671,100081443671
1693266419990,sensor,all,0,21,435590004736,101082151796,101082151796
1693266420993,sensor,all,0,21,509557342208,102085028138,102085028138
1693266421996,sensor,all,0,21,526143979520,103087999652,103087999652
1693266422999,sensor,all,0,21,438551969792,104090775636,104090775636
1693266424001,sensor,all,0,21,330421501952,105093408921,105093408921
1693266425004,sensor,all,0,21,456486027264,106095897200,106095897200
1693266426007,sensor,all,0,21,434510495744,107098732794,107098732794
1693266427009,sensor,all,0,21,465775886336,108101427762,108101427762
1693266428012,sensor,all,0,21,445869195264,109104077044,109104077044
1693266429015,sensor,all,0,21,394558701568,110106755178,110106755178
1693266430018,sensor,all,0,21,365461241856,111109952806,111109952806
1693266431020,sensor,all,0,21,332366872576,112112325044,112112325044
1693266432023,sensor,all,0,21,389839585280,113115272124,113115272124
1693266433026,sensor,all,0,21,453539004416,114117486332,114117486332
1693266434028,sensor,all,0,21,455122092032,115121942988,115121942988
1693266435030,sensor,all,0,21,521469427712,116123719488,116123719488
1693266436033,sensor,all,0,21,418184167424,117126482996,117126482996
1693266437035,sensor,all,0,21,426036166656,118128421246,118128421246
1693266438037,sensor,all,0,21,482219393024,119131797382,119131797382
1693266439040,sensor,all,0,21,450868543488,120133949773,120133949773
1693266440042,sensor,all,0,21,400905469952,121136180436,121136180436
1693266441045,sensor,all,0,21,329791832064,122138344432,122138344432
1693266442047,sensor,all,0,21,354557624320,123140964326,123140964326
1693266443049,sensor,all,0,21,443268202496,124143186284,124143186284
1693266444052,sensor,all,0,21,483404021760,125145064242,125145064242
1693266445054,sensor,all,0,21,429972520960,126148760122,126148760122
1693266446057,sensor,all,0,21,453549752320,127148692775,127148692775
1693266447060,sensor,all,0,21,419710894080,128151524703,128151524703
1693266448063,sensor,all,0,21,408279318528,129154024857,129154024857
1693266449064,sensor,all,0,21,452226711552,130155850623,130155850623
1693266450067,sensor,all,0,21,483868016640,131159047312,131159047312
1693266451069,sensor,all,0,21,494133837824,132161118723,132161118723
1693266452072,sensor,all,0,21,469326888960,133163883308,133163883308
1693266453074,sensor,all,0,21,523191975936,134167146369,134167146369
1693266454078,sensor,all,0,21,486525370368,135169591213,135169591213
1693266455080,sensor,all,0,21,418819604480,136171726973,136171726973
1693266456083,sensor,all,0,21,509275275264,137175098932,137175098932
1693266457087,sensor,all,0,21,557083525120,138178673723,138178673723
1693266458089,sensor,all,0,21,537213534208,139181207979,139181207979
1693266459092,sensor,all,0,21,502348644352,140184059705,140184059705
1693266460095,sensor,all,0,21,366053163008,141186891657,141186891657
1693266461097,sensor,all,0,21,431757459456,142188084118,142188084118
1693266462099,sensor,all,0,21,454223986688,143192987576,143192987576
1693266463102,sensor,all,0,21,491440570368,144193492934,144193492934
1693266464105,sensor,all,0,21,435925024768,145196275253,145196275253
1693266465108,sensor,all,0,21,418565849088,146199531379,146199531379
1693266466111,sensor,all,0,21,404748763136,147202582680,147202582680
1693266467114,sensor,all,0,21,358517047296,148205436325,148205436325
1693266468117,sensor,all,0,21,397414498304,149207996436,149207996436
1693266469119,sensor,all,0,21,464371843072,150210549336,150210549336
1693266470122,sensor,all,0,21,469612363776,151213790526,151213790526
1693266471125,sensor,all,0,21,324495212544,152216482436,152216482436
1693266472127,sensor,all,0,21,314879508480,153218918854,153218918854
1693266473130,sensor,all,0,21,352727597056,154221425496,154221425496
1693266474132,sensor,all,0,21,343232479232,155223806404,155223806404
1693266475135,sensor,all,0,21,446230429696,156226694266,156226694266
1693266476138,sensor,all,0,21,487932821504,157229683753,157229683753
1693266477141,sensor,all,0,21,479035392000,158232787080,158232787080
1693266478144,sensor,all,0,21,477100769280,159235832770,159235832770
1693266479147,sensor,all,0,21,409092751360,160238654196,160238654196
1693266480150,sensor,all,0,21,427316477952,161241421868,161241421868
1693266481153,sensor,all,0,21,362269114368,162244108666,162244108666
1693266482155,sensor,all,0,21,365919993856,163246644854,163246644854
1693266483158,sensor,all,0,21,458097426432,164249138528,164249138528
1693266484160,sensor,all,0,21,442003095552,165251507835,165251507835
1693266485163,sensor,all,0,21,429741047808,166253965975,166253965975
1693266486165,sensor,all,0,21,374675341312,167256574839,167256574839
1693266487168,sensor,all,0,21,350158848000,168259295962,168259295962
1693266488171,sensor,all,0,21,367394029568,169261832056,169261832056
1693266489173,sensor,all,0,21,409785860096,170264359165,170264359165
1693266490176,sensor,all,0,21,420811636736,171266806345,171266806345
1693266491178,sensor,all,0,21,385117323264,172269566526,172269566526
1693266492180,sensor,all,0,21,435312132096,173272444841,173272444841
1693266493183,sensor,all,0,21,486780698624,174274702779,174274702779
1693266494185,sensor,all,0,21,433272913920,175279568979,175279568979
1693266495188,sensor,all,0,21,416228311040,176281352937,176281352937
1693266496190,sensor,all,0,21,385571618816,177284089407,177284089407
1693266497193,sensor,all,0,21,332112592896,178286277197,178286277197
1693266498195,sensor,all,0,21,346570096640,179288724129,179288724129
1693266499198,sensor,all,0,21,374108323840,180289290196,180289290196
1693266500201,sensor,all,0,21,453826052096,181292089885,181292089885
1693266501204,sensor,all,0,21,398568718336,182294864407,182294864407
1693266502206,sensor,all,0,21,372605190144,183297630391,183297630391
1693266503209,sensor,all,0,21,410367819776,184300389155,184300389155
1693266504212,sensor,all,0,21,453794856960,185303217378,185303217378
1693266505215,sensor,all,0,21,345557958656,186306109987,186306109987
1693266506217,sensor,all,0,21,363736596480,187308828315,187308828315
1693266507220,sensor,all,0,21,384240189440,188311676380,188311676380
1693266508223,sensor,all,0,21,323123150848,189314374182,189314374182
1693266509226,sensor,all,0,21,402688311296,190317608937,190317608937
1693266510230,sensor,all,0,21,482582200320,191321301607,191321301607
1693266511233,sensor,all,0,21,503600644096,192323985648,192323985648
1693266512236,sensor,all,0,21,393732423680,193326842378,193326842378
1693266513238,sensor,all,0,21,378690600960,194329606409,194329606409
1693266514241,sensor,all,0,21,341565767680,195332438066,195332438066
1693266515244,sensor,all,0,21,437250686976,196335523755,196335523755
1693266516247,sensor,all,0,21,552191655936,197338976742,197338976742
1693266517250,sensor,all,0,21,567714775040,198341649590,198341649590
1693266518253,sensor,all,0,21,504397561856,199343967193,199343967193
1693266519255,sensor,all,0,21,418147991552,200346378998,200346378998
1693266520257,sensor,all,0,21,353285439488,201348283195,201348283195
1693266521260,sensor,all,0,21,341269282816,202351129172,202351129172
1693266522263,sensor,all,0,21,376426463232,203354032298,203354032298
1693266523266,sensor,all,0,21,353354121216,204356705382,204356705382
1693266524268,sensor,all,0,21,289841872896,205359482399,205359482399
1693266525271,sensor,all,0,21,299155062784,206362381786,206362381786
1693266526274,sensor,all,0,21,391654408192,207365143468,207365143468
1693266527277,sensor,all,0,21,385477509120,208367955908,208367955908
1693266528280,sensor,all,0,21,385212481536,209370719021,209370719021
1693266529282,sensor,all,0,21,406136291328,210373573937,210373573937
1693266530285,sensor,all,0,21,457602498560,211376722937,211376722937
1693266531288,sensor,all,0,21,504167923712,212379545772,212379545772
1693266532291,sensor,all,0,21,442138099712,213381879257,213381879257
1693266533293,sensor,all,0,21,373464236032,214384751032,214384751032
1693266534296,sensor,all,0,21,391052263424,215387547779,215387547779
1693266535299,sensor,all,0,21,416335527936,216390046181,216390046181
1693266536301,sensor,all,0,21,538081492992,217392844407,217392844407
1693266537304,sensor,all,0,21,528660037632,218395021879,218395021879
1693266538306,sensor,all,0,21,520664907776,219398460521,219398460521
1693266539309,sensor,all,0,21,487383105536,220400373553,220400373553
1693266540313,sensor,all,0,21,558035107840,221404594249,221404594249
1693266541316,sensor,all,0,21,474842923008,222407737579,222407737579
1693266542319,sensor,all,0,21,457508388864,223410371609,223410371609
1693266543322,sensor,all,0,21,517021368320,224413500249,224413500249
1693266544325,sensor,all,0,21,513628438528,225416631847,225416631847
1693266545328,sensor,all,0,21,476851208192,226419076199,226419076199
