minutes,image_processing-0-0.0.1,video_processing-0-0.0.1,pyaes-0-0.0.1
963,16.75758278480525,19.714073542232754,29.458215092841613
964,16.91667488749267,24.57975701408513,23.99853663623534
965,16.145065413178305,25.072372888704866,24.66076646170434
966,11.57973319958179,28.73392688016821,19.84835775359259
967,0.0,29.31631994796913,20.446591712467445
