minutes,image_processing-0-0.0.1,pyaes-0-0.0.1,dd-0-0.0.1
1343,-3.3470832045648113,0.1624608270428008,1.4373942086489027
1344,-4.583407333473081,1.6144750600477205,1.734324990535386
1345,-4.565916512241214,1.324569016718068,1.8186890471174493
1346,-3.4664040276191064,1.214466853532637,2.3215761585343446
1347,-3.6642038266683326,0.35526596734947113,1.3363704455056964
1348,-4.268383173653906,1.046075798245549,1.5753644958733477
1349,-3.4837095502885096,-0.005981815509294582,1.9636072746264213
1350,-4.767902456182079,1.4467691346610323,1.8881756157311262
1351,-3.713970420802374,0.8105263792879531,2.3226781636891887
1352,-3.516632997986308,0.2252316267572264,2.0076905349678698
1353,-4.226520050364988,-0.2157496480113778,1.3434362234931143
